`d‰r @art	ùd‰r	#art	^NSm	~d‰r	\d er	_IIIú1úV_Hchz-0009{142r,08}.02	ø	:	³d=d³e=‰³r=r³
`smid @m	ùsmid	#m	^NS	~smid	\$mit	_IIIú1úV_Hchz-0009{142r,09}.03	ø	:	³s=s³m=m³i=i³t=d³
`vil(e) @adv	ùvil(e)	#adv	^	~vil<e>	\uil	_IIIú1úV_Hchz-0009{142r,09}.04	ø	:	³u=v³i=i³l=l³=e³
`guot @adj	ùguot	#adj	^0NSmwø	~guot	\gu\ot .	_IIIú1úV_Hchz-0009{142r,09}.05@	ø	:	³g=g³u\o=uo³t=t³
`d‰r @art	ùd‰r	#art	^ASf	~diŠ	\d ie	_IIIú1úV_Hchz-0010{142r,09}.01	ø	:	³d=d³ie=iŠ³
`wiŠre @f	ùwiŠre	#f	^AS	~wiŠre	\wiere	_IIIú1úV_Hchz-0010{142r,09}.02	ø	:	³w=w³ie=iŠ³r=r³e=e³
`in @pr„p	ùin	#pr„p	^	~in	\in	_IIIú1úV_Hchz-0010{142r,09}.03	ø	:	³i=i³n=n³
`d‰r @art	ùd‰r	#art	^ASn	~dazz	\d az	_IIIú1úV_Hchz-0010{142r,09}.04	ø	:	³d=d³a=a³z=zz³
`gold @n	ùgold	#n	^AS	~gold	\gol[t]	_IIIú1úV_Hchz-0010{142r,09}.05	ø	:	³g=g³o=o³l=l³[t]=d³
`tuon @anv	ùtuon	#anv	^3SGI	~tuot	\[tu\ot.](.)	_IIIú1úV_Hchz-0010{142r,09}.06@	ø	:	*³[tu\ot]=[tuot]³
`d‰r @art	ùd‰r	#art	^ASn	~dazz	\d az	_IIIú1úV_Hchz-0011{142r,09}.01	ø	:	³d=d³a=a³z=zz³
`in-sigel(e) @n	ùin-sigel(e)	#n	^AS	~in-sigel(e)	\in(=)$igele	_IIIú1úV_Hchz-0011{142r,09}.02	ø	:	³i=i³n=n³=-³s=s³i=i³g=g³e=e³l=l³e=e³
`‰r @pron	ù‰r	#pron	^NSm	~‰r	\er	_IIIú1úV_Hchz-0011{142r,10}.03	ø	:	³e=‰³r=r³
`vr(e) @adv	ùvr(e)/>+lŠgen	#adv	^	~vr<e>	\fur*1|	_IIIú1úV_Hchz-0011{142r,10}.04	ø	:	³f=v³u=³r=r³=e³
`lŠgen @swv	ùlŠgen/vr(e)>+	#swv	^3SGI	~lŠi{ge}t	\|leit.*2,,	_IIIú1úV_Hchz-0011{142r,10}.05@	ø	:	³l=l³ei=Ši{ge}³t=t³
`all-s“ @adv/konj	ùall-s“	#konj	^	~all-s	\al$	_IIIú1úV_Hchz-0012{142r,10}.01	ø	:	³a=a³l=ll³=-³s=s³
`‰r @pron	ù‰r	#pron	^NSm	~‰r	\er|	_IIIú1úV_Hchz-0012{142r,10}.02	ø	:	³e=‰³r=r³
`‰r @pron	ù‰r	#pron	^ASn	~<‰>zz	\|z	_IIIú1úV_Hchz-0012{142r,10}.03	ø	:	³=‰³z=zz³
`l‰rnen @swv	ùl‰rnen	#swv pV	^-	~ge-l‰rn<e>t	\gel[ernt] 	_IIIú1úV_Hchz-0012{142r,10}.04	ø	:	³g=g³e=e³=-³l=l³[e]=‰³[r]=r³[n]=n³=e³[t]=t³
`haben @swv-a	ùhaben	#swv-a	^3SGI	~hƒt	\[hat],,	_IIIú1úV_Hchz-0012{142r,10}.05@	ø	:	*³[hat]=[hƒt]³
`dazz @konj	ùdazz	#konj	^	~da<zz>	\[de]|	_IIIú1úV_Hchz-0013{142r,10}.01	ø	:	³[de]=[dazz]³
`‰r @pron	ù‰r	#pron	^NSn	~izz	\|[iz]	_IIIú1úV_Hchz-0013{142r,10}.02	ø	:	*³[iz]=[izz]³
`vil(e) @adv	ùvil(e)	#adv	^	~vil<e>	\[vil]	_IIIú1úV_Hchz-0013{142r,10}.03	ø	:	³[vil]=[vile]³
`hˆr-lŒche @adv	ùhˆr-lŒche	#adv	^	~hˆr-lŒchen	\[her](=)lichen	_IIIú1úV_Hchz-0013{142r,10}.04	ø	:	³[h]=h³[e]=ˆ³[r]=r³=-³l=l³i=Œ³ch=ch³e=e³n=n³
`stƒn @anv	ùstƒn	#anv	^3SGI	~stƒt	\$tat.	_IIIú1úV_Hchz-0013{142r,11}.05@	ø	:	³s=s³t=t³a=ƒ³t=t³
`unte @konj	ùunte	#konj	^	~unte	\unde	_IIIú1úV_Hchz-0014{142r,11}.01	ø	:	³u=u³n=n³d=t³e=e³
`niht @n	ùniht	#n	^NS	~niht	\niht	_IIIú1úV_Hchz-0014{142r,11}.02	ø	:	³n=n³i=i³h=h³t=t³
`zer-gƒn @anv	ùzer-gƒn	#anv	^3SGI	~zer-gƒt	\z[ergat.](.)	_IIIú1úV_Hchz-0014{142r,11}.03@	ø	:	³z=z³[e]=e³[r]=r³=-³[g]=g³[a]=ƒ³[t]=t³
`d‰r @art	ùd‰r	#art	^ASf	~diŠ	\[*(D*) ie]	_IIIú1úV_Hchz-0015{142r,11}.01	ø	:	*³[die]=[diŠ]³
`vrouwe @f	ùvrouwe	#f	^AS	~vrouwen	\ur[ow]en	_IIIú1úV_Hchz-0015{142r,11}.02	ø	:	³u=v³r=r³[o]=ou³[w]=w³e=e³n=n³
`ziŠren @swv	ùziŠren	#swv	^3SGI	~ziŠret	\zieret	_IIIú1úV_Hchz-0015{142r,12}.03	ø	:	³z=z³ie=iŠ³r=r³e=e³t=t³
`d‰r @art	ùd‰r	#art	^NSn	~dazz	\d az	_IIIú1úV_Hchz-0015{142r,12}.04	ø	:	³d=d³a=a³z=zz³
`gold @n	ùgold	#n	^NS	~gold	\golt.,,	_IIIú1úV_Hchz-0015{142r,12}.05@	ø	:	³g=g³o=o³l=l³t=d³
`von @pr„p	ùvon	#pr„p	^	~von	\uon	_IIIú1úV_Hchz-0016{142r,12}.01	ø	:	³u=v³o=o³n=n³
`d‰r @pron	ùd‰r	#pron	^IS	~diu	\d iv	_IIIú1úV_Hchz-0016{142r,12}.02	ø	:	³d=d³iv=iu³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\[i$t]	_IIIú1úV_Hchz-0016{142r,12}.03	ø	:	*³[ist]=[ist]³
`‰r @pron	ù‰r	#pron	^NSf	~si	\[$i]	_IIIú1úV_Hchz-0016{142r,12}.04	ø	:	*³[si]=[si]³
`‰r @pron	ù‰r	#pron	^DSm	~im	\[im]	_IIIú1úV_Hchz-0016{142r,12}.05	ø	:	*³[im]=[im]³
`hold @adj	ùhold	#adj	^-	~hold	\<holt> (.)	_IIIú1úV_Hchz-0016{142r,12}.06@	ø	:	³h=h³o=o³l=l³t=d³
`d‰r @pron	ùd‰r	#pron	^NSf	~diu	\[*(D*) iv]	_IIIú1úV_Hchz-0017{142r,12}.01	ø	:	*³[div]=[diu]³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\[i$t]	_IIIú1úV_Hchz-0017{142r,12}.02	ø	:	*³[ist]=[ist]³
`niŠ @adv	ùniŠ	#adv	^	~niŠ	\nie	_IIIú1úV_Hchz-0017{142r,13}.03	ø	:	³n=n³ie=iŠ³
`s“ @adv/konj	ùs“	#adv	^	~s“	\$o	_IIIú1úV_Hchz-0017{142r,13}.04	ø	:	³s=s³o=“³
`hˆr(e) @adj	ùhˆr(e)	#adj	^-	~hˆre	\her e 	_IIIú1úV_Hchz-0017{142r,13}.05	ø	:	³h=h³e=ˆ³r=r³e=e³
`noh @adv/konj	ùnoh	#konj	^	~noh	\noch	_IIIú1úV_Hchz-0017{142r,13}.06	ø	:	³n=n³o=o³ch=h³
`s“ @adv/konj	ùs“	#adv	^	~s“	\$o	_IIIú1úV_Hchz-0017{142r,13}.07	ø	:	³s=s³o=“³
`rŒche @adj	ùrŒche	#adj	^-	~rŒche	\rich e .,,	_IIIú1úV_Hchz-0017{142r,13}.08@	ø	:	³r=r³i=Œ³ch=ch³e=e³
`‰r @pron	ù‰r	#pron	^NSf	~si	\$i	_IIIú1úV_Hchz-0018{142r,13}.01	ø	:	³s=s³i=i³
`tragen @stv6	ùtragen	#stv6	^3SGI	~trŠi{age}t	\treit	_IIIú1úV_Hchz-0018{142r,13}.02	ø	:	³t=t³r=r³ei=Ši{age}³t=t³
`ane @pr„p	ùane	#pr„p	^	~an<e>	\an	_IIIú1úV_Hchz-0018{142r,13}.03	ø	:	³a=a³n=n³=e³
`barw @adj	ùbarw	#adj	^DSf	~bar(e)r	\b[ar er]	_IIIú1úV_Hchz-0018{142r,13}.04	ø	:	³b=b³[a]=a³[r]=r³[e]=e³[r]=r³
`lŒch @f	ùlŒch	#f	^DS	~lŒche	\[liche]	_IIIú1úV_Hchz-0018{142r,13}.05@	ø	:	*³[liche]=[lŒche]³
`d‰r @art	ùd‰r	#art	^APm	~diŠ	\d ie	_IIIú1úV_Hchz-0019{142r,14}.01	ø	:	³d=d³ie=iŠ³
`boug @m	ùboug	#m	^AP	~bouge	\bo\vge	_IIIú1úV_Hchz-0019{142r,14}.02	ø	:	³b=b³o\v=ou³g=g³e=e³
`joh @adv/konj	ùjoh	#konj	^	~joh	\ioch	_IIIú1úV_Hchz-0019{142r,14}.03	ø	:	³i=j³o=o³ch=h³
`d‰r @art	ùd‰r	#art	^ASn	~dazz	\d az	_IIIú1úV_Hchz-0019{142r,14}.04	ø	:	³d=d³a=a³z=zz³
`vingerlŒn @n	ùvingerlŒn	#n	^AS	~vingerlŒn	\uingerlin.(.)	_IIIú1úV_Hchz-0019{142r,14}.05@	ø	:	³u=v³i=i³n=n³g=g³e=e³r=r³l=l³i=Œ³n=n³
`wiŠ @adv_int	ùwiŠ	#adv_int	^	~wiŠ	\wie	_IIIú1úV_Hchz-0020{142r,14}.01	ø	:	³w=w³ie=iŠ³
`mgen @anv	ùmgen	#anv	^3SGI	~mag	\mag|	_IIIú1úV_Hchz-0020{142r,14}.02	ø	:	³m=m³a=a³g=g³
`‰r @pron	ù‰r	#pron	^NSn	~izz	\|[iz]	_IIIú1úV_Hchz-0020{142r,14}.03	ø	:	*³[iz]=[izz]³
`‰r @pron	ù‰r	#pron	^DSf	~ir	\[ir]	_IIIú1úV_Hchz-0020{142r,14}.04	ø	:	*³[ir]=[ir]³
`liŠb @adj	ùliŠb	#adj comp	^-	~liŠber	\[lieb][[er]] 	_IIIú1úV_Hchz-0020{142r,14}.05	ø	:	*³[lieber]=[liŠber]³
`sŒn @anv	ùsŒn	#anv i	^-	~sŒn	\$in.(?)	_IIIú1úV_Hchz-0020{142r,15}.06@	ø	:	³s=s³i=Œ³n=n³
`‰r @pron	ù‰r	#pron	^NSf	~siu	\*(S*)iv	_IIIú1úV_Hchz-0021{142r,15}.01	ø	:	³s=s³iv=iu³
`spannen @stv7	ùspannen	#stv7	^3SGI	~spŠnnet	\$pannet	_IIIú1úV_Hchz-0021{142r,15}.02	ø	:	³s=s³p=p³a=Š³nn=nn³e=e³t=t³
`vr(e) @pr„p	ùvr(e)	#pr„p	^	~vr<e>	\fur	_IIIú1úV_Hchz-0021{142r,15}.03	ø	:	³f=v³u=³r=r³=e³
`ir(e) @pron_poss	ùir(e)	#pron_poss	^0APf	~ir<e>	\ir	_IIIú1úV_Hchz-0021{142r,15}.04	ø	:	³i=i³r=r³=e³
`brust @f<(u)>	ùbrust	#f<(u)>	^AP	~brste	\bru$te.,,	_IIIú1úV_Hchz-0021{142r,15}.05@	ø	:	³b=b³r=r³u=³s=s³t=t³e=e³
`d‰r @pron	ùd‰r	#pron	^NSn	~dazz	\d az	_IIIú1úV_Hchz-0022{142r,15}.01	ø	:	³d=d³a=a³z=zz³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\ist	_IIIú1úV_Hchz-0022{142r,15}.02	ø	:	³i=i³s=s³t=t³
`wirken @swv-a	ùwirken	#swv-a pV	^-	~ge-worht	\g[e][[worht]] 	_IIIú1úV_Hchz-0022{142r,15}.03	ø	:	³g=g³[e]=e³=-³[w]=w³[o]=o³[r]=r³[h]=h³[t]=t³
`mit @pr„p	ùmit	#pr„p	^	~mit	\mit	_IIIú1úV_Hchz-0022{142r,16}.04	ø	:	³m=m³i=i³t=t³
`list @mf	ùlist	#mf	^DP	~listen	\li$ten.,,	_IIIú1úV_Hchz-0022{142r,16}.05@	ø	:	³l=l³i=i³s=s³t=t³e=e³n=n³
`Šin @art	ùŠin	#art	^0ASn	~Šin	\ain	_IIIú1úV_Hchz-0023{142r,16}.01	ø	:	³ai=Ši³n=n³
`gldŒn @adj	ùgldŒn	#adj	^0ASn	~gldŒn	\guldin 	_IIIú1úV_Hchz-0023{142r,16}.02	ø	:	³g=g³u=³l=l³d=d³i=Œ³n=n³
`ge-wiŠre @n	ùge-wiŠre	#n	^AS	~ge-wiŠre	\gewiere.,,	_IIIú1úV_Hchz-0023{142r,16}.03@	ø	:	³g=g³e=e³=-³w=w³ie=iŠ³r=r³e=e³
`dazz @konj	ùdazz	#konj	^	~dazz	\<d>az	_IIIú1úV_Hchz-0024{142r,16}.01	ø	:	³d=d³a=a³z=zz³
`‰r @pron	ù‰r	#pron	^NSn	~‰zz	\ez	_IIIú1úV_Hchz-0024{142r,16}.02	ø	:	³e=‰³z=zz³
`‰r @pron	ù‰r	#pron	^DSf	~ir	\ir	_IIIú1úV_Hchz-0024{142r,16}.03	ø	:	³i=i³r=r³
`d‰r @art	ùd‰r	#art	^ASm	~d‰n	\d [en]	_IIIú1úV_Hchz-0024{142r,16}.04	ø	:	³d=d³[e]=‰³[n]=n³
`lŒb @mn	ùlŒb	#m	^AS	~lŒb	\[lip]	_IIIú1úV_Hchz-0024{142r,16}.05	ø	:	*³[lip]=[lŒb]³
`ziŠren @swv	ùziŠren	#swv	^3SGK	~ziŠre	\ziere.(.)	_IIIú1úV_Hchz-0024{142r,17}.06@	ø	:	³z=z³ie=iŠ³r=r³e=e³
`d‰r @art	ùd‰r	#art	^NSn	~dazz	\d az	_IIIú1úV_Hchz-0025{142r,17}.01	ø	:	³d=d³a=a³z=zz³
`gold @n	ùgold	#n	^NS	~gold	\golt	_IIIú1úV_Hchz-0025{142r,17}.02	ø	:	³g=g³o=o³l=l³t=d³
`‰r @pron	ù‰r	#pron	^DSf	~ir	\ir	_IIIú1úV_Hchz-0025{142r,17}.03	ø	:	³i=i³r=r³
`wol(e) @adv/konj	ùwol(e)	#adv	^	~wol<e>	\wol	_IIIú1úV_Hchz-0025{142r,17}.04	ø	:	³w=w³o=o³l=l³=e³
`ane @adv	ùane/>+stƒn	#adv	^	~ane	\ane*1	_IIIú1úV_Hchz-0025{142r,17}.05	ø	:	³a=a³n=n³e=e³
`stƒn @anv	ùstƒn/ane>+	#anv	^3SGI	~stƒt	\$tat.*2,,	_IIIú1úV_Hchz-0025{142r,17}.06@	ø	:	³s=s³t=t³a=ƒ³t=t³
`wante @konj	ùwante	#konj	^	~wan<te>	\wan	_IIIú1úV_Hchz-0026{142r,17}.01	ø	:	³w=w³a=a³n=n³=te³
`‰r @pron	ù‰r	#pron	^NSf	~si	\$[i]	_IIIú1úV_Hchz-0026{142r,17}.02	ø	:	³s=s³[i]=i³
`sch“ne @adv	ùsch“ne	#adv	^	~sch“ne	\[$ch][[one]]	_IIIú1úV_Hchz-0026{142r,17}.03	ø	:	*³[schone]=[sch“ne]³
`dƒr @adv	ùdƒr/+mit(e)	#adv	^	~dƒ	\[da]	_IIIú1úV_Hchz-0026{142r,17}.04	ø	:	*³[da]=[dƒ]³
`mit(e) @adv	ùmit(e)/dƒr+	#adv	^	~mit	\mit	_IIIú1úV_Hchz-0026{142r,18}.05	ø	:	³m=m³i=i³t=t³
`gƒn @anv	ùgƒn	#anv	^3SGI	~gƒt	\gat.(.)	_IIIú1úV_Hchz-0026{142r,18}.06@	ø	:	³g=g³a=ƒ³t=t³
`komen @stv4	ùkomen	#stv4	^3SGI	~kumet	\Chumet	_IIIú1úV_Hchz-0027{142r,18}.01	ø	:	³ch=k³u=u³m=m³e=e³t=t³
`‰r @pron	ù‰r	#pron	^DSf	~ir	\ir	_IIIú1úV_Hchz-0027{142r,18}.02	ø	:	³i=i³r=r³
`danne @adv/konj	ùdanne	#adv	^	~danne	\danne	_IIIú1úV_Hchz-0027{142r,18}.03	ø	:	³d=d³a=a³nn=nn³e=e³
`un-hŠil @n	ùun-hŠil	#n	^NS	~un-hŠil	\unhe<il>.,,	_IIIú1úV_Hchz-0027{142r,18}.04@	ø	:	³u=u³n=n³=-³h=h³ei=Ši³l=l³
`dazz @konj	ùdazz	#konj	^	~dazz	\[daz]	_IIIú1úV_Hchz-0028{142r,18}.01	ø	:	*³[daz]=[dazz]³
`‰r @pron	ù‰r	#pron	^NSf	~si	\[[$i]]	_IIIú1úV_Hchz-0028{142r,18}.02	ø	:	*³[si]=[si]³
`d‰r @pron	ùd‰r	#pron	^GSn	~d‰s	\[[d es]]	_IIIú1úV_Hchz-0028{142r,18}.03	ø	:	*³[des]=[d‰s]³
`ver-liŠsen @stv2b	ùver-liŠsen	#stv2b	^3SGI	~v<er>-liuset	\uliv$et	_IIIú1úV_Hchz-0028{142r,19}.04	ø	:	³u=v³=er³=-³l=l³iv=iu³s=s³e=e³t=t³
`Šin @art	ùŠin	#art	^0ASn	~Šin	\ein	_IIIú1úV_Hchz-0028{142r,19}.05	ø	:	³ei=Ši³n=n³
`tŠil @mn	ùtŠil	#n	^AS	~tŠil	\teil.,,	_IIIú1úV_Hchz-0028{142r,19}.06@	ø	:	³t=t³ei=Ši³l=l³
`obe @adv/konj	ùobe	#konj	^	~ob<e>	\ob	_IIIú1úV_Hchz-0029{142r,19}.01	ø	:	³o=o³b=b³=e³
`‰r @pron	ù‰r	#pron	^NSn	~izz	\iz	_IIIú1úV_Hchz-0029{142r,19}.02	ø	:	³i=i³z=zz³
`danne @adv/konj	ùdanne	#adv	^	~danne	\danne	_IIIú1úV_Hchz-0029{142r,19}.03	ø	:	³d=d³a=a³nn=nn³e=e³
`aber @adv/konj	ùaber	#adv	^	~aber	\auir	_IIIú1úV_Hchz-0029{142r,19}.04	ø	:	³a=a³u=b³i=e³r=r³
