`ver-n‰men @stv4	ùver-n‰men	#stv4 i	^-	~ver-n‰men	\Vernemen	_IIIú0úV_Tris-00008{01ra,07}.01	ø	:	³v=v³e=e³r=r³=-³n=n³e=‰³m=m³e=e³n=n³
`wŠllen @anv	ùwŠllen	#anv	^3SGI	~wil<e>	\wil,,	_IIIú0úV_Tris-00008{01ra,07}.02	ø	:	³w=w³i=i³l=l³=e³
`d‰r @pron	ùd‰r	#pron	^NSm	~d‰r	\d er	_IIIú0úV_Tris-00008{01ra,07}.03	ø	:	³d=d³e=‰³r=r³
`misse-tuon @anv	ùmisse-tuon	#anv	^3SGI	~misse-tuot	\mi$$e#to\vt.(.)	_IIIú0úV_Tris-00008{01ra,07}.04@	ø	:	³m=m³i=i³ss=ss³e=e³=-³t=t³o\v=uo³t=t³
`ich @pron	ùich	#pron	^NS	~ich	\Ich	_IIIú0úV_Tris-00009{01ra,08}.01	ø	:	³i=i³ch=ch³
`hoŠren @swv	ùhoŠren	#swv	^1SG	~hoŠre	\hore	_IIIú0úV_Tris-00009{01ra,08}.02	ø	:	³h=h³o=oŠ³r=r³e=e³
`‰r @pron	ù‰r	#pron	^GSn	~‰s	\e$	_IIIú0úV_Tris-00009{01ra,08}.03	ø	:	³e=‰³s=s³
`vŠlschen @swv	ùvŠlschen	#swv i	^-	~vŠlschen	\vel$chen	_IIIú0úV_Tris-00009{01ra,08}.04	ø	:	³v=v³e=Š³l=l³sch=sch³e=e³n=n³
`harte @adv	ùharte	#adv	^	~harte	\harte	_IIIú0úV_Tris-00009{01ra,08}.05	ø	:	³h=h³a=a³r=r³t=t³e=e³
`vil(e) @n	ùvil(e)	#n	^AS	~vil<e>	\vil.,,	_IIIú0úV_Tris-00009{01ra,08}.06@	ø	:	³v=v³i=i³l=l³=e³
`d‰r @pron	ùd‰r	#pron	^ASn+	~dazz	\D az	_IIIú0úV_Tris-00010{01ra,09}.01	ø	:	³d=d³a=a³z=zz³
`man @pron_subst	ùman	#pron_subst	^NS	~man	\man	_IIIú0úV_Tris-00010{01ra,09}.02	ø	:	³m=m³a=a³n=n³
`doh @adv/konj	ùdoh	#adv	^	~doh	\doch	_IIIú0úV_Tris-00010{01ra,09}.03	ø	:	³d=d³o=o³ch=h³
`g‰rne @adv	ùg‰rne	#adv	^	~g‰rne	\gerne	_IIIú0úV_Tris-00010{01ra,09}.04	ø	:	³g=g³e=‰³r=r³n=n³e=e³
`haben @swv-a	ùhaben	#swv-a i	^-	~haben	\haben	_IIIú0úV_Tris-00010{01ra,09}.05	ø	:	³h=h³a=a³b=b³e=e³n=n³
`wŠllen @anv	ùwŠllen	#anv	^3SGI	~wil<e>	\wil.(:)	_IIIú0úV_Tris-00010{01ra,09}.06@	ø	:	³w=w³i=i³l=l³=e³
`dƒr @adv	ùdƒr	#adv	^	~dƒ	\da	_IIIú0úV_Tris-00011{01ra,10}.01	ø	:	³d=d³a=ƒ³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\i$t	_IIIú0úV_Tris-00011{01ra,10}.02	ø	:	³i=i³s=s³t=t³
`d‰r @art	ùd‰r	#art	^GSn	~d‰s	\d es	_IIIú0úV_Tris-00011{01ra,10}.03	ø	:	³d=d³e=‰³s=s³
`ltzel @adj	ùltzel	#adj	^GSnw%	~ltzel(e)n	\lvtzel en	_IIIú0úV_Tris-00011{01ra,10}.04	ø	:	³l=l³v=³tz=tz³e=e³l=l³e=e³n=n³
`ze @adv	ùze	#adv	^	~ze	\ze	_IIIú0úV_Tris-00011{01ra,10}.05	ø	:	³z=z³e=e³
`vil(e) @n	ùvil(e)	#n	^NS	~vil<e>	\vil.,,	_IIIú0úV_Tris-00011{01ra,10}.06@	ø	:	³v=v³i=i³l=l³=e³
`dƒr @adv	ùdƒr	#adv	^	~dƒ	\da	_IIIú0úV_Tris-00012{01ra,11}.01	ø	:	³d=d³a=ƒ³
`wŠllen @anv	ùwŠllen	#anv	^3SGI	~wil<e>	\wil	_IIIú0úV_Tris-00012{01ra,11}.02	ø	:	³w=w³i=i³l=l³=e³
`man @pron_subst	ùman	#pron_subst	^NS	~man	\man,,	_IIIú0úV_Tris-00012{01ra,11}.03	ø	:	³m=m³a=a³n=n³
`d‰r @pron	ùd‰r	#pron	^GSn+	~d‰s	\d e$	_IIIú0úV_Tris-00012{01ra,11}.04	ø	:	³d=d³e=‰³s=s³
`man @pron_subst	ùman	#pron_subst	^NS	~man	\man	_IIIú0úV_Tris-00012{01ra,11}.05	ø	:	³m=m³a=a³n=n³
`niŠne @adv	ùniŠne	#adv	^	~niŠne	\niene	_IIIú0úV_Tris-00012{01ra,11}.06	ø	:	³n=n³ie=iŠ³n=n³e=e³
`wŠllen @anv	ùwŠllen	#anv	^3SGI	~wil<e>	\wil%.(.)	_IIIú0úV_Tris-00012{01ra,11}.07@	ø	:	³w=w³i=i³l=l³=e³
`‰r @pron	ù‰r	#pron	^NSn	~‰zz	\Ez	_IIIú0úV_Tris-00013{01ra,12}.01	ø	:	³e=‰³z=zz³
`z‰men @stv4	ùz‰men	#stv4	^3SGI	~zimet	\zimet	_IIIú0úV_Tris-00013{01ra,12}.02	ø	:	³z=z³i=i³m=m³e=e³t=t³
`d‰r @art	ùd‰r	#art	^DSm	~d‰m	\d em	_IIIú0úV_Tris-00013{01ra,12}.03	ø	:	³d=d³e=‰³m=m³
`mann @m	ùmann	#m	^DS	~mann<e>	\man	_IIIú0úV_Tris-00013{01ra,12}.04	ø	:	³m=m³a=a³n=nn³=e³
`ze @pr„p	ùze	#pr„p	^	~ze	\ze|	_IIIú0úV_Tris-00013{01ra,12}.05	ø	:	³z=z³e=e³
`loben @swv	ùloben	#swv i	^DS	~lobenne	\|lobene	_IIIú0úV_Tris-00013{01ra,12}.06	ø	:	³l=l³o=o³b=b³e=e³n=n³e=e³
`wol(e) @adv/konj	ùwol(e)	#adv	^	~wol<e>	\wol.,,	_IIIú0úV_Tris-00013{01ra,12}.07@	ø	:	³w=w³o=o³l=l³=e³
`d‰r @pron	ùd‰r	#pron	^GSn+	~d‰s	\D e$	_IIIú0úV_Tris-00014{01ra,13}.01	ø	:	³d=d³e=‰³s=s³
`man @pron_subst	ùman	#pron_subst	^NS	~man	\man	_IIIú0úV_Tris-00014{01ra,13}.02	ø	:	³m=m³a=a³n=n³
`iŠ-doh @adv/konj	ùiŠ-doh	#adv	^	~iŠ-doh	\iedoch	_IIIú0úV_Tris-00014{01ra,13}.03	ø	:	³ie=iŠ³=-³d=d³o=o³ch=h³
`be-durfen @anv	ùbe-durfen	#anv i	^-	~be-durfen	\bedvrfen	_IIIú0úV_Tris-00014{01ra,13}.04	ø	:	³b=b³e=e³=-³d=d³v=u³r=r³f=f³e=e³n=n³
`sol(e)n @anv	ùsol(e)n	#anv	^3SGI	~sol	\$ol.,,	_IIIú0úV_Tris-00014{01ra,13}.05@	ø	:	³s=s³o=o³l=l³
`unte @konj	ùunte	#konj	^	~unte	\Vnde	_IIIú0úV_Tris-00015{01ra,14}.01	ø	:	³v=u³n=n³d=t³e=e³
`lƒzen @stv7	ùlƒzen	#stv7	^3SGK	~lƒze	\lazze	_IIIú0úV_Tris-00015{01ra,14}.02	ø	:	³l=l³a=ƒ³zz=z³e=e³
`‰r @pron	ù‰r	#pron	^ASn	~‰zz	\ez	_IIIú0úV_Tris-00015{01ra,14}.03	ø	:	³e=‰³z=zz³
`‰r @pron	ù‰r	#pron	^DSm	~im	\im	_IIIú0úV_Tris-00015{01ra,14}.04	ø	:	³i=i³m=m³
`ge-vallen @stv7	ùge-vallen	#stv7 i	^-	~ge-vallen	\gevallen	_IIIú0úV_Tris-00015{01ra,14}.05	ø	:	³g=g³e=e³=-³v=v³a=a³ll=ll³e=e³n=n³
`wol(e) @adv/konj	ùwol(e)	#adv	^	~wol<e>	\<wol>.,,	_IIIú0úV_Tris-00015{01ra,14}.06@	ø	:/K[Fleck ber wol]	³w=w³o=o³l=l³=e³
`diŠ~wŒle @konj	ùdiŠ~wŒle	#konj	^	~diŠ~wŒle	\Die~wile	_IIIú0úV_Tris-00016{01ra,15}.01	ø	:	³d=d³ie=iŠ³~=~³w=w³i=Œ³l=l³e=e³
`‰r @pron	ù‰r	#pron	^NSn	~‰zz	\ez	_IIIú0úV_Tris-00016{01ra,15}.02	ø	:	³e=‰³z=zz³
`‰r @pron	ù‰r	#pron	^DSm	~im	\im	_IIIú0úV_Tris-00016{01ra,15}.03	ø	:	³i=i³m=m³
`ge-vallen @stv7	ùge-vallen	#stv7 i	^-	~ge-vallen	\gevallen	_IIIú0úV_Tris-00016{01ra,15}.04	ø	:	³g=g³e=e³=-³v=v³a=a³ll=ll³e=e³n=n³
`sol(e)n @anv	ùsol(e)n	#anv	^3SGI	~sol	\$ol.(.)	_IIIú0úV_Tris-00016{01ra,15}.05@	ø	:	³s=s³o=o³l=l³
`tiur(e) @adj	ùtiur(e)	#adj	^-	~tiure	\TŒvr e 	_IIIú0úV_Tris-00017{01ra,16}.01	ø	:	³t=t³Œv=iu³r=r³e=e³
`unte @konj	ùunte	#konj	^	~unte	\un\-	_IIIú0úV_Tris-00017{01ra,16}.02	ø	:	³u=u³n\-=nte³
`w‰rd @adj	ùw‰rd	#adj	^-	~w‰rd	\wert 	_IIIú0úV_Tris-00017{01ra,16}.03	ø	:	³w=w³e=‰³r=r³t=d³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\i$t	_IIIú0úV_Tris-00017{01ra,16}.04	ø	:	³i=i³s=s³t=t³
`ich @pron	ùich	#pron	^DS	~mir	\mir	_IIIú0úV_Tris-00017{01ra,16}.05	ø	:	³m=m³i=i³r=r³
`d‰r @art	ùd‰r	#art	^NSm	~d‰r	\d er	_IIIú0úV_Tris-00017{01ra,16}.06	ø	:	³d=d³e=‰³r=r³
`mann @m	ùmann	#m	^NS	~mann	\man.,,	_IIIú0úV_Tris-00017{01ra,16}.07@	ø	:	³m=m³a=a³n=nn³
`d‰r @pron	ùd‰r	#pron	^NSm+	~d‰r	\D er	_IIIú0úV_Tris-00018{01ra,17}.01	ø	:	³d=d³e=‰³r=r³
`guot @n	ùguot	#n	^AS	~guot	\go\vt	_IIIú0úV_Tris-00018{01ra,17}.02	ø	:	³g=g³o\v=uo³t=t³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú0úV_Tris-00018{01ra,17}.03	ø	:	³v=u³n\-=nte³
`bel @n	ùbel	#n	^AS	~bel	\vbel	_IIIú0úV_Tris-00018{01ra,17}.04	ø	:	³v=³b=b³e=e³l=l³
`be-trahten @swv	ùbe-trahten	#swv i	^-	~be-trahten	\betrahten	_IIIú0úV_Tris-00018{01ra,17}.05	ø	:	³b=b³e=e³=-³t=t³r=r³a=a³h=h³t=t³e=e³n=n³
`kunnen @anv	ùkunnen	#anv	^3SGI	~kan	\chan.,,	_IIIú0úV_Tris-00018{01ra,17}.06@	ø	:	³ch=k³a=a³n=n³
`d‰r @pron	ùd‰r	#pron	^NSm+	~d‰r	\D er	_IIIú0úV_Tris-00019{01ra,18}.01	ø	:	³d=d³e=‰³r=r³
`ich @pron	ùich	#pron	^AS	~mich	\mich	_IIIú0úV_Tris-00019{01ra,18}.02	ø	:	³m=m³i=i³ch=ch³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú0úV_Tris-00019{01ra,18}.03	ø	:	³v=u³n\-=nte³
`iŠ-ge-lich @pron	ùiŠ-ge-lich	#pron	^ASm	~iŠ-ge-lŒchen	\iegelich en	_IIIú0úV_Tris-00019{01ra,18}.04	ø	:	³ie=iŠ³=-³g=g³e=e³=-³l=l³i=Œ³ch=ch³e=e³n=n³
`mann @m	ùmann	#m	^AS	~mann	\man%.	_IIIú0úV_Tris-00019{01ra,18}.05@	ø	:	³m=m³a=a³n=nn³
`nƒh @pr„p	ùnƒh	#pr„p	^	~nƒh	\Nach	_IIIú0úV_Tris-00020{01ra,19}.01	ø	:	³n=n³a=ƒ³ch=h³
`sŒn @pron_poss	ùsŒn	#pron_poss	^DSmn	~sŒnem	\$in em	_IIIú0úV_Tris-00020{01ra,19}.02	ø	:	³s=s³i=Œ³n=n³e=e³m=m³
`w‰rd @mfn	ùw‰rd	#mn	^DS	~w‰rde	\werde	_IIIú0úV_Tris-00020{01ra,19}.03	ø	:	³w=w³e=‰³r=r³d=d³e=e³
`er-kŠnnen @swv	ùer-kŠnnen	#swv i	^-	~er-kŠnnen	\er#chenen	_IIIú0úV_Tris-00020{01ra,19}.04	ø	:	³e=e³r=r³=-³ch=k³e=Š³n=nn³e=e³n=n³
`kunnen @anv	ùkunnen	#anv	^3SGI	~kan	\chan.(.)	_IIIú0úV_Tris-00020{01ra,19}.05@	ø	:	³ch=k³a=a³n=n³
`ˆre @f	ùˆre	#f	^NS	~ˆre	\<E>re	_IIIú0úV_Tris-00021{01ra,20}.01	ø	:	³e=ˆ³r=r³e=e³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú0úV_Tris-00021{01ra,20}.02	ø	:	³v=u³n\-=nte³
`lob @mn	ùlob	#mn	^NS	~lob	\l“p,,	_IIIú0úV_Tris-00021{01ra,20}.03	ø	:	³l=l³“=o³p=b³
`d‰r @pron	ùd‰r	#pron	^NPn	~diu	\d iv	_IIIú0úV_Tris-00021{01ra,20}.04	ø	:	³d=d³iv=iu³
`schŠpfen @stv6b	ùschŠpfen	#stv6b	^3PGI	~schŠpfent	\$chephent	_IIIú0úV_Tris-00021{01ra,20}.05	ø	:	³sch=sch³e=Š³ph=pf³e=e³n=n³t=t³
`list @mf	ùlist	#m	^AS	~list	\li$t.,,	_IIIú0úV_Tris-00021{01ra,20}.06@	ø	:	³l=l³i=i³s=s³t=t³
`dƒr @adv	ùdƒr	#adv	^	~dƒ	\Da	_IIIú0úV_Tris-00022{01ra,21}.01	ø	:	³d=d³a=ƒ³
`list @mf	ùlist	#m	^NS	~list	\li$t	_IIIú0úV_Tris-00022{01ra,21}.02	ø	:	³l=l³i=i³s=s³t=t³
`ze @pr„p	ùze	#pr„p	^	~ze	\ze|	_IIIú0úV_Tris-00022{01ra,21}.03	ø	:	³z=z³e=e³
`lob @mn	ùlob	#mn	^DS	~lobe	\|lobe	_IIIú0úV_Tris-00022{01ra,21}.04	ø	:	³l=l³o=o³b=b³e=e³
`schŠpfen @stv6b	ùschŠpfen	#stv6b pV	^-	~ge-schaffen	\ge$chaffen 	_IIIú0úV_Tris-00022{01ra,21}.05	ø	:	³g=g³e=e³=-³sch=sch³a=a³ff=ff³e=e³n=n³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\i$t.(:)	_IIIú0úV_Tris-00022{01ra,21}.06@	ø	:	³i=i³s=s³t=t³
`swƒr @adv_rel	ùswƒr	#adv_rel	^	~swƒ	\Swa%.	_IIIú0úV_Tris-00023{01ra,22}.01	ø	:	³s=s³w=w³a=ƒ³
`‰r @pron	ù‰r	#pron	^NSm	~‰r	\er	_IIIú0úV_Tris-00023{01ra,22}.02	ø	:	³e=‰³r=r³
`mit @pr„p	ùmit	#pr„p	^	~mit	\mit	_IIIú0úV_Tris-00023{01ra,22}.03	ø	:	³m=m³i=i³t=t³
`lob @mn	ùlob	#mn	^DS	~lobe	\lobe	_IIIú0úV_Tris-00023{01ra,22}.04	ø	:	³l=l³o=o³b=b³e=e³
`blŠmen @swv	ùblŠmen	#swv pV	^-	~ge-blŠmet	\geblo\vmet 	_IIIú0úV_Tris-00023{01ra,22}.05	ø	:	³g=g³e=e³=-³b=b³l=l³o\v=Š³m=m³e=e³t=t³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\i$t.,,	_IIIú0úV_Tris-00023{01ra,22}.06@	ø	:	³i=i³s=s³t=t³
`dƒr @adv	ùdƒr	#adv	^	~dƒ	\Da	_IIIú0úV_Tris-00024{01ra,23}.01	ø	:	³d=d³a=ƒ³
`blŠjen @swv	ùblŠjen	#swv	^3SGI	~blŠ<je>t	\blo\vt	_IIIú0úV_Tris-00024{01ra,23}.02	ø	:	³b=b³l=l³o\v=Š³=je³t=t³
`all @pron	ùall	#pron	^GP	~aller	\all er	_IIIú0úV_Tris-00024{01ra,23}.03	ø	:	³a=a³ll=ll³e=e³r=r³
`slahte @f	ùslahte	#f	^GP	~slahte	\$lahte	_IIIú0úV_Tris-00024{01ra,23}.04	ø	:	³s=s³l=l³a=a³h=h³t=t³e=e³
`list @mf	ùlist	#m	^NS	~list	\li$t.(.)	_IIIú0úV_Tris-00024{01ra,23}.05@	ø	:	³l=l³i=i³s=s³t=t³
`r‰hte @adv	ùr‰hte	#adv	^	~r‰hte	\Rehte	_IIIú0úV_Tris-00025{01ra,24}.01	ø	:	³r=r³e=‰³h=h³t=t³e=e³
