`d‰r @art	ùd‰r	#art	^NSf	~diu	\d Œv	_IIIú1úP_PrMi-014v,14{427}.07	ø	:	³d=d³Œv=iu³
`hŠilig @adj	ùhŠilig	#adj	^NSfw	~hŠilige	\heŒl¡g e	_IIIú1úP_PrMi-014v,14{427}.08	ø	:	³h=h³eŒ=Ši³l=l³i=i³g=g³e=e³
`schrift @f	ùschrift	#f	^NS	~schrift	\$crift	_IIIú1úP_PrMi-014v,14{427}.09	ø	:	³sc=sch³r=r³i=i³f=f³t=t³
`Šin @art	ùŠin	#art	^0ASn	~Šin	\e¡n	_IIIú1úP_PrMi-014v,14{427}.10	ø	:	³ei=Ši³n=n³
`bil(e)de @n	ùbil(e)de	#n	^AS	~bil<e>de	\b¡lde.	_IIIú1úP_PrMi-014v,14{427}.11@	ø	:	³b=b³i=i³l=l³=e³d=d³e=e³
`[!] @[!]	ùin*	#[!]	^	~!	\¡n	_IIIú1úP_PrMi-014v,15{427}.01	ø	:	³in=[!]³
`[!] @[!]	ùliber*	#[!]	^	~!	\libro	_IIIú1úP_PrMi-014v,15{427}.02	ø	:	³libro=[!]³
`[!] @[!]	ùrex*	#[!]	^	~!	\regu\-.	_IIIú1úP_PrMi-014v,15{427}.03	ø	:	³regu\-=[!]³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú1úP_PrMi-014v,15{427}.04	ø	:	³v=u³n\-=nte³
`sagen @swv-a	ùsagen	#swv-a	^3SGI	~sŠi{age}t	\$e¡t.(:)	_IIIú1úP_PrMi-014v,15{427}.05	ø	:	³s=s³ei=Ši{age}³t=t³
`d“ @adv/konj	ùd“	#konj	^	~d“	\Do	_IIIú1úP_PrMi-014v,15{427}.06	ø	:	³d=d³o=“³
`d‰r @art	ùd‰r	#art	^NSm	~d‰r	\d er	_IIIú1úP_PrMi-014v,15{427}.07	ø	:	³d=d³e=‰³r=r³
`kni(n)g @m	ùkni(n)g	#m	^NS	~kni<n>g	\kv\^#n¡k	_IIIú1úP_PrMi-014v,15{427}.08	ø	:/K[kv\^#n¡k: _Worttrennung durch Loch im Pergament.]	³k=k³v\^=³n=n³i=i³=n³k=g³
`Saul @PN	ùSaul	#PN	^NS	~Saul	\$av\^l	_IIIú1úP_PrMi-014v,15{427}.09	ø	:	³s=s³av\^=au³l=l³
`vr(e) @adv	ùvr(e)/>+w‰rden	#adv	^	~vr<e>	\v–r*1	_IIIú1úP_PrMi-014v,15{427}.10	ø	:	³v=v³–=³r=r³=e³
`w‰rden @stv3b	ùw‰rden/vr(e)>+	#stv3b	^3SVI	~wart	\wart.*2,,	_IIIú1úP_PrMi-014v,15{427}.11@	ø	:	³w=w³a=a³r=r³t=t³
`d“ @adv/konj	ùd“	#adv	^	~d“	\do	_IIIú1úP_PrMi-014v,16{427}.01	ø	:	³d=d³o=“³
`wŠllen @anv	ùwŠllen	#anv	^3SV	~wolt<e>	\wolt	_IIIú1úP_PrMi-014v,16{427}.02	ø	:	³w=w³o=o³l=l³t=t³=e³
`sŒn @pron_poss	ùsŒn	#pron_poss	^0NSm	~sŒn	\$¡n	_IIIú1úP_PrMi-014v,16{427}.03	ø	:	³s=s³i=Œ³n=n³
`sun @m<u>	ùsun	#m<u>	^NS	~sun	\$v\^n	_IIIú1úP_PrMi-014v,16{427}.04	ø	:	³s=s³v\^=u³n=n³
`[!] @[!]	ùIsboset	#PN	^NS	~Isboset	\I$bo$eth	_IIIú1úP_PrMi-014v,16{427}.05	ø	:	*³i=i³s=s³b=b³o=o³s=s³e=e³th=t³
`sŒn @pron_poss	ùsŒn	#pron_poss	^GSm	~sŒnes	\$i#n es	_IIIú1úP_PrMi-014v,16{427}.06	ø	:/K[$i#nes: _Worttrennung durch Loch im Pergament.]	³s=s³i=Œ³n=n³e=e³s=s³
`vater @m<(u)>	ùvater	#m<(u)>	^GS	~vater<es>	\vƒter	_IIIú1úP_PrMi-014v,16{427}.07	ø	:	³v=v³ƒ=a³t=t³e=e³r=r³=es³
`rŒch-tuom @m<(u)>	ùrŒch-tuom	#m<(u)>	^AS	~rŒch-tuom	\rŒchtv\^m	_IIIú1úP_PrMi-014v,16{427}.08	ø	:	³r=r³Œ=Œ³ch=ch³=-³t=t³v\^=uo³m=m³
`haben @swv-a	ùhaben	#swv-a i	^-	~haben	\hƒ=bˆn	_IIIú1úP_PrMi-014v,16{427}.09@	ø	:	³h=h³ƒ=a³b=b³ˆ=e³n=n³
`be-stƒn @anv	ùbe-stƒn	#anv pV	^-	~be-stanten	\be#$tƒnten .(.)	_IIIú1úP_PrMi-014v,17{427}.01	ø	:/ù[!]/K[be#$tƒnten.: _Worttrennung durch Naht im Pergament.]	³b=b³e=e³=-³s=s³t=t³ƒ=a³n=n³t=t³e=e³n=n³
`d“ @adv/konj	ùd“	#konj	^	~d“	\Do	_IIIú1úP_PrMi-014v,17{427}.02	ø	:	³d=d³o=“³
`‰r @pron	ù‰r	#pron	^NSm	~‰r	\er	_IIIú1úP_PrMi-014v,17{427}.03	ø	:	³e=‰³r=r³
`all-s“ @adv/konj	ùall-s“	#adv	^	~all-s“	\al$o	_IIIú1úP_PrMi-014v,17{427}.04	ø	:	³a=a³l=ll³=-³s=s³o=“³
`kind @n	ùkind	#n	^NS	~kind	\k¡nt	_IIIú1úP_PrMi-014v,17{427}.05	ø	:	³k=k³i=i³n=n³t=d³
`w‰sen @stv5	ùw‰sen	#stv5 pG	^-	~w‰sente	\wˆ$ent e 	_IIIú1úP_PrMi-014v,17{427}.06	ø	:	³w=w³ˆ=‰³s=s³e=e³n=n³t=t³e=e³
`sŒn @pron_poss	ùsŒn	#pron_poss	^GSn	~sŒnes	\$¡n e$	_IIIú1úP_PrMi-014v,17{427}.07	ø	:	³s=s³i=Œ³n=n³e=e³s=s³
`h–s @n	ùh–s	#n	^GS	~h–ses	\hv\^$e$	_IIIú1úP_PrMi-014v,17{427}.08	ø	:	³h=h³v\^=–³s=s³e=e³s=s³
`pflˆgen @swv	ùpflˆgen	#swv	^3SV	~pflˆgete	\phlˆ=gete.,,	_IIIú1úP_PrMi-014v,17{427}.09@	ø	:	³ph=pf³l=l³ˆ=ˆ³g=g³e=e³t=t³e=e³
`d“ @adv/konj	ùd“	#adv	^	~d“	\do	_IIIú1úP_PrMi-014v,18{427}.01	ø	:	³d=d³o=“³
`hŠizen @stv7	ùhŠizen	#stv7	^3SVI	~hiŠz	\hŒez	_IIIú1úP_PrMi-014v,18{427}.02	ø	:	³h=h³Œe=iŠ³z=z³
`‰r @pron	ù‰r	#pron	^NSm	~‰r	\er	_IIIú1úP_PrMi-014v,18{427}.03	ø	:	³e=‰³r=r³
`sŒn @pron_poss	ùsŒn	#pron_poss	^ASf	~sŒne	\$¡n e	_IIIú1úP_PrMi-014v,18{427}.04	ø	:	³s=s³i=Œ³n=n³e=e³
`diŠrne @f	ùdiŠrne	#f	^AS	~diŠrne	\dŒerne.,,	_IIIú1úP_PrMi-014v,18{427}.05	ø	:	³d=d³Œe=iŠ³r=r³n=n³e=e³
`dazz @konj	ùdazz	#konj	^	~dazz	\daz	_IIIú1úP_PrMi-014v,18{427}.06	ø	:	³d=d³a=a³z=zz³
`‰r @pron	ù‰r	#pron	^NSf	~siŠ	\$Œe	_IIIú1úP_PrMi-014v,18{427}.07	ø	:	³s=s³Œe=iŠ³
`sŒn @pron_poss	ùsŒn	#pron_poss	^GSn	~sŒnes	\$Œn e$	_IIIú1úP_PrMi-014v,18{427}.08	ø	:	³s=s³Œ=Œ³n=n³e=e³s=s³
`tor @n	ùtor	#n	^GS	~tor(e)s	\t“re$	_IIIú1úP_PrMi-014v,18{427}.09	ø	:	³t=t³“=o³r=r³e=e³s=s³
`pfl‰gen @stv5	ùpfl‰gen	#stv5	^3SGK	~pfl‰ge	\phlˆge.	_IIIú1úP_PrMi-014v,18{427}.10@	ø	:	³ph=pf³l=l³ˆ=‰³g=g³e=e³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú1úP_PrMi-014v,19{427}.01	ø	:	³v=u³n\-=nte³
`hŠten @swv	ùhŠten	#swv	^3SGK	~hŠte	\hv\^te.(.)	_IIIú1úP_PrMi-014v,19{427}.02	ø	:	³h=h³v\^=Š³t=t³e=e³
`Šin @art	ùŠin	#art	^GSm	~Šines	\Ei#n e$	_IIIú1úP_PrMi-014v,19{427}.03	ø	:/K[Ei#ne$: _Worttrennung durch Naht im Pergament.]	³ei=Ši³n=n³e=e³s=s³
`sumer-lang @adj	ùsumer-lang	#adj	^GSmw	~sumer-langen	\$v\^merlƒng en	_IIIú1úP_PrMi-014v,19{427}.04	ø	:	³s=s³v\^=u³m=m³e=e³r=r³=-³l=l³ƒ=a³n=n³g=g³e=e³n=n³
`tag @m	ùtag	#m	^GS	~tages	\tƒge$	_IIIú1úP_PrMi-014v,19{427}.05	ø	:	³t=t³ƒ=a³g=g³e=e³s=s³
`w‰rden @stv3b	ùw‰rden	#stv3b	^3SVI	~ward	\wƒrt.,,	_IIIú1úP_PrMi-014v,19{427}.06	ø	:	³w=w³ƒ=a³r=r³t=d³
`d“ @adv/konj	ùd“	#adv	^	~d“	\do	_IIIú1úP_PrMi-014v,19{427}.07	ø	:	³d=d³o=“³
`brŠiten @swv	ùbrŠiten/–z<.+	#swv	^3SV	~brŠitte	\breŒ=te*2	_IIIú1úP_PrMi-014v,19{427}.08@	ø	:	³b=b³r=r³eŒ=Ši³t=tt³e=e³
`‰r @pron	ù‰r	#pron	^NSf	~siŠ	\$ie	_IIIú1úP_PrMi-014v,20{427}.01	ø	:	³s=s³ie=iŠ³
`d‰r @art	ùd‰r	#art	^ASm	~d‰n	\d en	_IIIú1úP_PrMi-014v,20{427}.02	ø	:	³d=d³e=‰³n=n³
`wŠize @m	ùwŠize	#m	^AS	~wŠize	\we¡t#ze	_IIIú1úP_PrMi-014v,20{427}.03	ø	:/K[we¡t#ze: _Worttrennung durch Naht im Pergament.]	³w=w³ei=Ši³tz=z³e=e³
`–z @adv	ù–z/<.+brŠiten	#adv	^	~–z	\vz*1	_IIIú1úP_PrMi-014v,20{427}.04	ø	:	³v=–³z=z³
`bŒ @pr„p	ùbŒ	#pr„p	^	~bŒ	\bŒ	_IIIú1úP_PrMi-014v,20{427}.05	ø	:	³b=b³Œ=Œ³
`d‰r @art	ùd‰r	#art	^DSn	~d‰me	\d ˆme	_IIIú1úP_PrMi-014v,20{427}.06	ø	:	³d=d³ˆ=‰³m=m³e=e³
`tor @n	ùtor	#n	^DS	~tor(e)	\t“re.	_IIIú1úP_PrMi-014v,20{427}.07	ø	:	³t=t³“=o³r=r³e=e³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú1úP_PrMi-014v,20{427}.08	ø	:	³v=u³n\-=nte³
`lƒzen @stv7	ùlƒzen	#stv7	^3SVI	~liŠz	\lŒez	_IIIú1úP_PrMi-014v,20{427}.09	ø	:	³l=l³Œe=iŠ³z=z³
`d‰r @art	ùd‰r	#art	^ASn	~dazz	\d az	_IIIú1úP_PrMi-014v,20{427}.10	ø	:	³d=d³a=a³z=zz³
`h–s @n	ùh–s	#n	^AS	~h–s	\hv\^$	_IIIú1úP_PrMi-014v,20{427}.11	ø	:	³h=h³v\^=–³s=s³
`offen @adj	ùoffen	#adj	^-	~offen	\of=fen .(.)	_IIIú1úP_PrMi-014v,20{427}.12@	ø	:	³o=o³ff=ff³e=e³n=n³
`dƒr @adv	ùdƒr	#adv	^	~dƒr	\Dar	_IIIú1úP_PrMi-014v,21{427}.01	ø	:	³d=d³a=ƒ³r=r³
`komen @stv4	ùkomen	#stv4	^3PV	~k“men	\k“men	_IIIú1úP_PrMi-014v,21{427}.02	ø	:/^[!]	³k=k³“=“³m=m³e=e³n=n³
`zwˆne @num	ùzwˆne	#num	^NPm	~zwˆne	\zwˆ#ne	_IIIú1úP_PrMi-014v,21{427}.03	ø	:/K[zwˆ#ne: _Worttrennung durch Naht im Pergament.]	³z=z³w=w³ˆ=ˆ³n=n³e=e³
`schƒch‘re @m	ùschƒch‘re	#m	^NP	~schƒch‘re	\$chƒchˆre,	_IIIú1úP_PrMi-014v,21{427}.04	ø	:	³sch=sch³ƒ=ƒ³ch=ch³ˆ=‘³r=r³e=e³
`[!] @[!]	ùRechab	#PN	^NS	~Rechab	\Rechab	_IIIú1úP_PrMi-014v,21{427}.05	ø	:	*³r=r³e=e³ch=ch³a=a³b=b³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú1úP_PrMi-014v,21{427}.06	ø	:	³v=u³n\-=nte³
`[!] @[!]	ùBanaa	#PN	^NS	~Banaa	\Banaa.,)	_IIIú1úP_PrMi-014v,21{427}.07	ø	:	*³b=b³a=a³n=n³a=a³a=a³
`sŒn @pron_poss	ùsŒn	#pron_poss	^NPm	~sŒne	\$¡=n e	_IIIú1úP_PrMi-014v,21{427}.08@	ø	:	³s=s³i=Œ³n=n³e=e³
`Šigen-hold @adj	ùŠigen-hold	#adj	^NPw%	~Šigen-holden	\e¡gen#hold en.,)	_IIIú1úP_PrMi-014v,22{427}.01	ø	:	³ei=Ši³g=g³e=e³n=n³=-³h=h³o=o³l=l³d=d³e=e³n=n³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú1úP_PrMi-014v,22{427}.02	ø	:	³v=u³n\-=nte³
`slahen @stv6	ùslahen/abe<.+	#stv6	^3PV	~sluogen	\$lv\^gen*2	_IIIú1úP_PrMi-014v,22{427}.03	ø	:	³s=s³l=l³v\^=uo³g=g³e=e³n=n³
`ir(e) @pron_poss	ùir(e)	#pron_poss	^0DSm	~ir<e>	\¡r	_IIIú1úP_PrMi-014v,22{427}.04	ø	:	³i=i³r=r³=e³
`jung-hˆrre @m	ùjung-hˆrre	#m	^DS	~jung-hˆrren	\¡vncherren	_IIIú1úP_PrMi-014v,22{427}.05	ø	:	³i=j³v=u³n=n³c=g³=-³h=h³e=ˆ³rr=rr³e=e³n=n³
`d‰r @art	ùd‰r	#art	^ASn	~dazz	\d az	_IIIú1úP_PrMi-014v,22{427}.06	ø	:	³d=d³a=a³z=zz³
`houbet @n	ùhoubet	#n	^AS	~houb<e>t	\hov\^bt	_IIIú1úP_PrMi-014v,22{427}.07@	ø	:	³h=h³ov\^=ou³b=b³=e³t=t³
`abe @adv	ùabe/<.+slahen	#adv	^	~abe	\abe.*1	_IIIú1úP_PrMi-014v,23{427}.01	ø	:	³a=a³b=b³e=e³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú1úP_PrMi-014v,23{427}.02	ø	:	³v=u³n\-=nte³
`n‰men @stv4	ùn‰men	#stv4	^3PVI	~nƒmen	\nƒmen	_IIIú1úP_PrMi-014v,23{427}.03	ø	:	³n=n³ƒ=ƒ³m=m³e=e³n=n³
`d‰r @art	ùd‰r	#art	^ASm	~d‰n	\d en	_IIIú1úP_PrMi-014v,23{427}.04	ø	:	³d=d³e=‰³n=n³
`wŠize @m	ùwŠize	#m	^AS	~wŠize	\we¡t#ze,,	_IIIú1úP_PrMi-014v,23{427}.05	ø	:/K[we¡t#ze: _Worttrennung durch Naht im Pergament.]	³w=w³ei=Ši³tz=z³e=e³
`d‰r @pron	ùd‰r	#pron	^ASm+	~d‰n	\d en	_IIIú1úP_PrMi-014v,23{427}.06	ø	:	³d=d³e=‰³n=n³
`man @pron_subst	ùman	#pron_subst	^NS	~man	\mƒn	_IIIú1úP_PrMi-014v,23{427}.07	ø	:	³m=m³ƒ=a³n=n³
`dƒr @adv	ùdƒr	#adv	^	~dƒ	\da	_IIIú1úP_PrMi-014v,23{427}.08	ø	:	³d=d³a=ƒ³
`w‰ter(e)n @swv	ùw‰ter(e)n	#swv	^3SV	~w‰ter(e)te	\wˆterte.(.)	_IIIú1úP_PrMi-014v,23{427}.09	ø	:	³w=w³ˆ=‰³t=t³e=e³r=r³=e³t=te³e=³
`d‰r @art	ùd‰r	#art	^NSm	~d‰r	\D er	_IIIú1úP_PrMi-014v,23{427}.10@	ø	:	³d=d³e=‰³r=r³
`jung-hˆrre @m	ùjung-hˆrre	#m	^NS	~jung-hˆrre	\¡vncherre	_IIIú1úP_PrMi-014v,24{427}.01	ø	:	³i=j³v=u³n=n³c=g³=-³h=h³e=ˆ³rr=rr³e=e³
`be-zŠichenen @swv	ùbe-zŠichenen	#swv	^3SGI	~be-zŠichen<e>t	\bezeŒchent	_IIIú1úP_PrMi-014v,24{427}.02	ø	:/^[!]	³b=b³e=e³=-³z=z³eŒ=Ši³ch=ch³e=e³n=n³=e³t=t³
`Šin @art	ùŠin	#art	^ASm	~Šinen	\e¡n e\-	_IIIú1úP_PrMi-014v,24{427}.03	ø	:	³ei=Ši³n=n³e=e³\-=n³
`iŠ-ge-lich @pron	ùiŠ-ge-lich	#pron	^ASm	~iŠ-ge-lŒchen	\ŒegelŒch en	_IIIú1úP_PrMi-014v,24{427}.04	ø	:	³Œe=iŠ³=-³g=g³e=e³=-³l=l³Œ=Œ³ch=ch³e=e³n=n³
`[!] @[!]	ù[!]	#[!]	^	~!	\*[ma*]	_IIIú1úP_PrMi-014v,24{427}.05	ø	:/K[*[ma*]: gestr.]	³*ma*]=[!!]³
`mŠn(ni)sche @mn	ùmŠn(ni)sche	#mn	^AS	~mŠn(ni)sch<e>n	\menni$ch\-n,,	_IIIú1úP_PrMi-014v,24{427}.06@	ø	:	³m=m³e=Š³nn=nn³i=i³sch=sch³=e³\-n=n³
`d‰r @pron	ùd‰r	#pron	^NSm+	~d‰r	\d er	_IIIú1úP_PrMi-014v,25{427}.01	ø	:	³d=d³e=‰³r=r³
