`mŠn(ni)sche @mn	ùmŠn(ni)sche	#mn	^GS	~mŠnn<i>schen	\men(=)$chen	_Vú3úP_NikP-37ra,09{261}.05@	ø	:	³m=m³e=Š³n=nn³=i³sch=sch³e=e³n=n³
`kind @n	ùkind	#n	^NS	~kind	\kint	_Vú3úP_NikP-37ra,10{261}.01	ø	:	³k=k³i=i³n=n³t=d³
`g‰ben @stv5	ùg‰ben	#stv5 pV	^-	~ge-g‰ben	\gegeben 	_Vú3úP_NikP-37ra,10{261}.02	ø	:	³g=g³e=e³=-³g=g³e=‰³b=b³e=e³n=n³
`w‰rden @stv3b	ùw‰rden	#stv3b i	^-	~w‰rden	\werden	_Vú3úP_NikP-37ra,10{261}.03@	ø	:	³w=w³e=‰³r=r³d=d³e=e³n=n³
`in @pr„p	ùin	#pr„p	^	~in	\in|	_Vú3úP_NikP-37ra,11{261}.01	ø	:	³i=i³n=n³
`d‰r @art	ùd‰r	#art	^GP	~d‰r	\|d '	_Vú3úP_NikP-37ra,11{261}.02	ø	:	³d=d³'=‰r³
`jude @m	ùjude	#m	^GP	~juden	\iuden	_Vú3úP_NikP-37ra,11{261}.03	ø	:	³i=j³u=u³d=d³e=e³n=n³
`ge-walt @mf<u>	ùge-walt	#mf<u>	^AS	~ge-walt	\gewalt.(.)	_Vú3úP_NikP-37ra,11{261}.04	ø	:	³g=g³e=e³=-³w=w³a=a³l=l³t=t³
`d‰r @pron	ùd‰r	#pron	^NPm	~diŠ	\D ¡e	_Vú3úP_NikP-37ra,11{261}.05	ø	:	³d=d³ie=iŠ³
`w‰rden @stv3b	ùw‰rden	#stv3b	^3PGI	~w‰rdent	\wer(=)dent	_Vú3úP_NikP-37ra,11{261}.06@	ø	:	³w=w³e=‰³r=r³d=d³e=e³n=n³t=t³
`‰r @pron	ù‰r	#pron	^ASm	~in	\in	_Vú3úP_NikP-37ra,12{261}.01	ø	:	³i=i³n=n³
`ver-damnen @swv	ùver-damnen	#swv pG	^-	~ver-damnente	\verdampnend e .	_Vú3úP_NikP-37ra,12{261}.02	ø	:	³v=v³e=e³r=r³=-³d=d³a=a³m=m³p=³n=n³e=e³n=n³d=t³e=e³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú3úP_NikP-37ra,12{261}.03@	ø	:	³v=u³n\-=nte³
`w‰rden @stv3b	ùw‰rden	#stv3b	^3PGI	~w‰rdent	\werdent	_Vú3úP_NikP-37ra,13{261}.01	ø	:	³w=w³e=‰³r=r³d=d³e=e³n=n³t=t³
`‰r @pron	ù‰r	#pron	^ASm	~in	\in	_Vú3úP_NikP-37ra,13{261}.02	ø	:	³i=i³n=n³
`gŠisel(e)n @swv	ùgŠisel(e)n	#swv pG	^-	~gŠis<e>lente	\gei$lend e 	_Vú3úP_NikP-37ra,13{261}.03	ø	:	³g=g³ei=Ši³s=s³=e³l=l³e=e³n=n³d=t³e=e³
`unte @konj	ùunte	#konj	^	~unt<e>	\vnd	_Vú3úP_NikP-37ra,13{261}.04@	ø	:	³v=u³n=n³d=t³=e³
`kriuzigen @swv	ùkriuzigen	#swv pG	^-	~kriuzigente	\kru\izigend e 	_Vú3úP_NikP-37ra,14{261}.01	ø	:	³k=k³r=r³u\i=iu³z=z³i=i³g=g³e=e³n=n³d=t³e=e³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú3úP_NikP-37ra,14{261}.02	ø	:	³v=u³n\-=nte³
`ver-spŒwen @stv1b	ùver-spŒwen	#stv1b pG	^-	~ver-spŒ<w>ente	\ver$piend e .,,	_Vú3úP_NikP-37ra,14{261}.03@	ø	:	³v=v³e=e³r=r³=-³s=s³p=p³i=Œ³=w³e=e³n=n³d=t³e=e³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú3úP_NikP-37ra,15{261}.01	ø	:	³v=u³n\-=nte³
`ze @adv	ùze	#adv	^	~ze	\ze|	_Vú3úP_NikP-37ra,15{261}.02	ø	:	³z=z³e=e³
`jungest(e) @adv sup	ùjungest(e)	#adv sup	^	~jungest<e>	\|iunge$t	_Vú3úP_NikP-37ra,15{261}.03	ø	:	³i=j³u=u³n=n³g=g³e=e³s=s³t=t³=e³
`w‰rden @stv3b	ùw‰rden	#stv3b	^3PGI	~w‰rdent	\werdent	_Vú3úP_NikP-37ra,15{261}.04	ø	:	³w=w³e=‰³r=r³d=d³e=e³n=n³t=t³
`‰r @pron	ù‰r	#pron	^NPn	~siu	\$u\i	_Vú3úP_NikP-37ra,15{261}.05@	ø	:	³s=s³u\i=iu³
`‰r @pron	ù‰r	#pron	^ASm	~in	\in	_Vú3úP_NikP-37ra,16{261}.01	ø	:	³i=i³n=n³
`er-t“ten @swv	ùer-t“ten	#swv pG	^-	~er-t“tente	\erto\etend e .,,	_Vú3úP_NikP-37ra,16{261}.02	ø	:	³e=e³r=r³=-³t=t³o\e=“³t=t³e=e³n=n³d=t³e=e³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú3úP_NikP-37ra,16{261}.03	ø	:	³v=u³n\-=nte³
`ane @pr„p	ùane	#pr„p	^	~an<e>	\an|	_Vú3úP_NikP-37ra,16{261}.04	ø	:	³a=a³n=n³=e³
`d‰r @art	ùd‰r	#art	^DSm	~d‰m	\|d em	_Vú3úP_NikP-37ra,16{261}.05	ø	:	³d=d³e=‰³m=m³
`dritt @num	ùdritt	#num	^DSmw	~dritten	\drit(=)t en	_Vú3úP_NikP-37ra,16{261}.06@	ø	:	³d=d³r=r³i=i³tt=tt³e=e³n=n³
`tag @m	ùtag	#m	^DS	~tage	\tage	_Vú3úP_NikP-37ra,17{261}.01	ø	:	³t=t³a=a³g=g³e=e³
`w‰rden @stv3b	ùw‰rden	#stv3b	^3SGI	~wir<de>t	\wirt	_Vú3úP_NikP-37ra,17{261}.02	ø	:	³w=w³i=i³r=r³=de³t=t³
`‰r @pron	ù‰r	#pron	^NSm	~‰r	\er	_Vú3úP_NikP-37ra,17{261}.03	ø	:	³e=‰³r=r³
`–f @adv	ù–f/>+stƒn	#adv	^	~–f	\vf*1|	_Vú3úP_NikP-37ra,17{261}.04	ø	:	³v=–³f=f³
`stƒn @anv	ùstƒn/–f>+	#anv pG	^-	~stƒnte	\|$tand e *2	_Vú3úP_NikP-37ra,17{261}.05@	ø	:	³s=s³t=t³a=ƒ³n=n³d=t³e=e³
`von @pr„p	ùvon	#pr„p	^	~von	\vo\-	_Vú3úP_NikP-37ra,18{261}.01	ø	:	³v=v³o=o³\-=n³
`d‰r @art	ùd‰r	#art	^DSm	~d‰m	\d em	_Vú3úP_NikP-37ra,18{261}.02	ø	:	³d=d³e=‰³m=m³
`t“d @m<(u)>	ùt“d	#m<(u)>	^DS	~t“de	\to\vde.(.)"	_Vú3úP_NikP-37ra,18{261}.03	ø	:	³t=t³o\v=“³d=d³e=e³
`d“ @adv/konj	ùd“	#adv	^	~d“	\Do	_Vú3úP_NikP-37ra,18{261}.04	ø	:	³d=d³o=“³
`komen @stv4	ùkomen	#stv4	^3SVI	~kam	\kam	_Vú3úP_NikP-37ra,18{261}.05	ø	:	³k=k³a=a³m=m³
`hˆrre @m	ùhˆrre	#m	^GS	~hˆrr<e>n	\h'n	_Vú3úP_NikP-37ra,18{261}.06	ø	:	³h=h³'=ˆrr³=e³n=n³
`Zebedeus* @PN	ùZebedeus	#PN	^GS	~Zebedeus	\ze(=)bedeus	_Vú3úP_NikP-37ra,18{261}.07@	ø	:	*³zebedeus=Zebedeus³
`vrouwe @f	ùvrouwe	#f	^NS	~vrouwe	\fro\<v>we,	_Vú3úP_NikP-37ra,19{261}.01	ø	:	³f=v³r=r³o\v=ou³w=w³e=e³
`sancte @adj	ùsancte	#adj	^0	~san<c>t<e>	\$ant 	_Vú3úP_NikP-37ra,19{261}.02	ø	:	³s=s³a=a³n=n³=c³t=t³=e³
`Johannes @PN	ùJohannes	#PN	^GS	~Johannis	\Ioha\-nes	_Vú3úP_NikP-37ra,19{261}.03@	ø	:	*³i=j³o=o³h=h³a=a³\-n=nn³e=i³s=s³
`muoter @f<(u)>	ùmuoter	#f<(u)>	^NS	~muoter	\mu\oter	_Vú3úP_NikP-37ra,20{261}.01	ø	:	³m=m³u\o=uo³t=t³e=e³r=r³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú3úP_NikP-37ra,20{261}.02	ø	:	³v=u³n\-=nte³
`sancte @adj	ùsancte	#adj	^0	~san<c>t<e>	\$ant 	_Vú3úP_NikP-37ra,20{261}.03	ø	:	³s=s³a=a³n=n³=c³t=t³=e³
`Jakob @PN	ùJakob	#PN	^GS	~Jakob<e>s	\<Iacobs>.(.)	_Vú3úP_NikP-37ra,20{261}.04	ø	:	*³i=j³a=a³c=k³o=o³b=b³=e³s=s³
`d‰r @pron	ùd‰r	#pron	^NSf	~diu	\<d u\i>	_Vú3úP_NikP-37ra,20{261}.05@	ø	:	³d=d³u\i=iu³
`w‰sen @stv5	ùw‰sen	#stv5	^3SVI	~was	\was	_Vú3úP_NikP-37ra,21{261}.01	ø	:	³w=w³a=a³s=s³
`unser @pron_poss	ùunser	#pron_poss	^0GSf	~unser	\vn$er	_Vú3úP_NikP-37ra,21{261}.02	ø	:	³v=u³n=n³s=s³e=e³r=r³
`vrouwe @f	ùvrouwe	#f	^GS	~vrouwen	\<fro\vwen>	_Vú3úP_NikP-37ra,21{261}.03	ø	:	³f=v³r=r³o\v=ou³w=w³e=e³n=n³
`sw‰ster @f	ùsw‰ster	#f	^NS	~sw‰ster	\<$we$ter>	_Vú3úP_NikP-37ra,21{261}.04@	ø	:	³s=s³w=w³e=‰³s=s³t=t³e=e³r=r³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú3úP_NikP-37ra,22{261}.01	ø	:	³v=u³n\-=nte³
`hŠizen @stv7	ùhŠizen	#stv7	^3SVI	~hiŠz	\hies	_Vú3úP_NikP-37ra,22{261}.02	ø	:	³h=h³ie=iŠ³s=z³
`ouch @adv/konj	ùouch	#adv	^	~ouch	\<o\vch>	_Vú3úP_NikP-37ra,22{261}.03	ø	:	³o\v=ou³ch=ch³
`Maria* @PN	ùMaria	#PN	^NS	~Maria	\<M>aria(.)	_Vú3úP_NikP-37ra,22{261}.04	ø	:	*³[!]=[!]³
`d‰r @pron	ùd‰r	#pron	^NSf	~diu	\<d u\i>	_Vú3úP_NikP-37ra,22{261}.05	ø	:	³d=d³u\i=iu³
`komen @stv4	ùkomen	#stv4	^3SVI	~kam	\kam	_Vú3úP_NikP-37ra,22{261}.06@	ø	:	³k=k³a=a³m=m³
`ze @pr„p	ùze	#pr„p	^	~zuo	\zu\o	_Vú3úP_NikP-37ra,23{261}.01	ø	:	³z=z³u\o=uo³
`unser @pron_poss	ùunser	#pron_poss	^DSm	~unser<e>m	\vn$er m	_Vú3úP_NikP-37ra,23{261}.02	ø	:	³v=u³n=n³s=s³e=e³r=r³=e³m=m³
`hˆrre @m	ùhˆrre	#m	^DS	~hˆrren	\herren	_Vú3úP_NikP-37ra,23{261}.03	ø	:	³h=h³e=ˆ³rr=rr³e=e³n=n³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú3úP_NikP-37ra,23{261}.04	ø	:	³v=u³n\-=nte³
`spr‰chen @stv4	ùspr‰chen	#stv4	^3SVI	~sprach	\<$p%%ach>.(:)	_Vú3úP_NikP-37ra,23{261}.05@	ø	:	³s=s³p=p³%%=r³a=a³ch=ch³
`hˆrre @m	ùhˆrre	#m	^NS	~hˆrr<e>	\"Herr,,	_Vú3úP_NikP-37ra,24{261}.01	ø	:	³h=h³e=ˆ³rr=rr³=e³
`ich @pron	ùich	#pron	^NS	~ich	\ich	_Vú3úP_NikP-37ra,24{261}.02	ø	:	³i=i³ch=ch³
`biten @stv5b	ùbiten	#stv5b	^1SG	~bite	\bitte	_Vú3úP_NikP-37ra,24{261}.03	ø	:	³b=b³i=i³tt=t³e=e³
`d– @pron	ùd–	#pron	^AS	~dich	\<dich>,,	_Vú3úP_NikP-37ra,24{261}.04	ø	:	³d=d³i=i³ch=ch³
`dazz @konj	ùdazz	#konj	^	~dazz	\<d>as	_Vú3úP_NikP-37ra,24{261}.05	ø	:	³d=d³a=a³s=zz³
`d– @pron	ùd–	#pron	^NS	~d–	\du	_Vú3úP_NikP-37ra,24{261}.06@	ø	:	³d=d³u=–³
`mŒn @pron_poss	ùmŒn	#pron_poss	^APm	~mŒne	\min e	_Vú3úP_NikP-37ra,25{261}.01	ø	:	³m=m³i=Œ³n=n³e=e³
`zwˆne @num	ùzwˆne	#num	^APm	~zwˆne	\zwene	_Vú3úP_NikP-37ra,25{261}.02	ø	:	³z=z³w=w³e=ˆ³n=n³e=e³
`sun @m<u>	ùsun	#m<u>	^AP	~sne	\$u<\i>ne	_Vú3úP_NikP-37ra,25{261}.03	ø	:	³s=s³u\i=³n=n³e=e³
`sŠtzen @swv	ùsŠtzen	#swv	^2SG	~sŠtzest	\$etze$t	_Vú3úP_NikP-37ra,25{261}.04@	ø	:	³s=s³e=Š³tz=tz³e=e³s=s³t=t³
`Šin @num	ùŠin	#num	^ASm%	~Šinen	\e¡n en	_Vú3úP_NikP-37ra,26{261}.01	ø	:	³ei=Ši³n=n³e=e³n=n³
`ze @pr„p	ùze	#pr„p	^	~zuo	\zu\o	_Vú3úP_NikP-37ra,26{261}.02	ø	:	³z=z³u\o=uo³
`d‰r @art	ùd‰r	#art	^DSf	~d‰r	\d '	_Vú3úP_NikP-37ra,26{261}.03	ø	:	³d=d³'=‰r³
`r‰ht @adj	ùr‰ht	#adj	^DSfw	~r‰hten	\recht en	_Vú3úP_NikP-37ra,26{261}.04	ø	:	³r=r³e=‰³ch=h³t=t³e=e³n=n³
`hant @f<(u)>	ùhant	#f<(u)>	^DS	~hant	\hand,	_Vú3úP_NikP-37ra,26{261}.05	ø	:	³h=h³a=a³n=n³d=t³
`d‰r @art	ùd‰r	#art	^ASm	~d‰n	\d e\-	_Vú3úP_NikP-37ra,26{261}.06@	ø	:	³d=d³e=‰³\-=n³
`ander @pron	ùander	#pron	^ASm%	~ander<e>n	\and' n	_Vú3úP_NikP-37ra,27{261}.01	ø	:	³a=a³n=n³d=d³'=er³=e³n=n³
`ze @pr„p	ùze	#pr„p	^	~zuo	\zu\o	_Vú3úP_NikP-37ra,27{261}.02	ø	:	³z=z³u\o=uo³
`d‰r @art	ùd‰r	#art	^DSf	~d‰r	\d '	_Vú3úP_NikP-37ra,27{261}.03	ø	:	³d=d³'=‰r³
`link @adj	ùlink	#adj	^DSfw%	~linken	\lingg en.(.)"	_Vú3úP_NikP-37ra,27{261}.04	ø	:	³l=l³i=i³n=n³gg=k³e=e³n=n³
`d“ @adv/konj	ùd“	#adv	^	~d“	\Do	_Vú3úP_NikP-37ra,27{261}.05@	ø	:	³d=d³o=“³
`ant-wrten @swv	ùant-wrten	#swv	^3SVI	~ant-wurtt<e>	\antwu\irt	_Vú3úP_NikP-37rb,01{261}.01	ø	:	³a=a³n=n³t=t³=-³w=w³u\i=u³r=r³t=tt³=e³
`unser @pron_poss	ùunser	#pron_poss	^0NSm	~unser	\v\in$er	_Vú3úP_NikP-37rb,01{261}.02	ø	:	³v\i=u³n=n³s=s³e=e³r=r³
`hˆrre @m	ùhˆrre	#m	^NS	~hˆrre	\h're	_Vú3úP_NikP-37rb,01{261}.03	ø	:	³h=h³'r=ˆrr³e=e³
`d‰r @art	ùd‰r	#art	^DP	~d‰n	\d en	_Vú3úP_NikP-37rb,01{261}.04@	ø	:	³d=d³e=‰³n=n³
`sun @m<u>	ùsun	#m<u>	^DP	~snen	\$u\inen	_Vú3úP_NikP-37rb,02{261}.01	ø	:	³s=s³u\i=³n=n³e=e³n=n³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú3úP_NikP-37rb,02{261}.02	ø	:	³v=u³n\-=nte³
`spr‰chen @stv4	ùspr‰chen	#stv4	^3SVI	~sprach	\$prach(:)	_Vú3úP_NikP-37rb,02{261}.03	ø	:	³s=s³p=p³r=r³a=a³ch=ch³
`ir @pron	ùir	#pron	^NP	~ir	\"Ir	_Vú3úP_NikP-37rb,02{261}.04	ø	:	³i=i³r=r³
`ne @partikel	ùne	#partikel	^	~en	\en|	_Vú3úP_NikP-37rb,02{261}.05	ø	:	³e=e³n=n³
`wizzen @anv	ùwizzen	#anv	^2PG	~wizzent	\|wi$(=)$ent,,	_Vú3úP_NikP-37rb,02{261}.06@	ø	:	³w=w³i=i³ss=zz³e=e³n=n³t=t³
`w‰r @pron	ùw‰r	#pron	^GSn	~w‰s	\w es	_Vú3úP_NikP-37rb,03{261}.01	ø	:	³w=w³e=‰³s=s³
`ir @pron	ùir	#pron	^NP	~ir	\ir	_Vú3úP_NikP-37rb,03{261}.02	ø	:	³i=i³r=r³
`biten @stv5b	ùbiten	#stv5b	^2PG	~bitent	\b¡ttent.(!)	_Vú3úP_NikP-37rb,03{261}.03	ø	:	³b=b³i=i³tt=t³e=e³n=n³t=t³
`mgen @anv	ùmgen	#anv	^2PG	~mgent	\Mu=gent	_Vú3úP_NikP-37rb,03{261}.04@	ø	:	³m=m³u=³g=g³e=e³n=n³t=t³
`ir @pron	ùir	#pron	^NP	~ir	\¡r	_Vú3úP_NikP-37rb,04{261}.01	ø	:	³i=i³r=r³
`d‰r @art	ùd‰r	#art	^ASm	~d‰n	\d en	_Vú3úP_NikP-37rb,04{261}.02	ø	:	³d=d³e=‰³n=n³
`k‰lch @m	ùk‰lch	#m	^AS	~k‰lch	\kelch	_Vú3úP_NikP-37rb,04{261}.03	ø	:	³k=k³e=‰³l=l³ch=ch³
`trinken @stv3a	ùtrinken	#stv3a i	^-	~trinken	\trinken,,	_Vú3úP_NikP-37rb,04{261}.04@	ø	:	³t=t³r=r³i=i³n=n³k=k³e=e³n=n³
`d‰r @pron	ùd‰r	#pron	^ASm+	~d‰n	\d en	_Vú3úP_NikP-37rb,05{261}.01	ø	:	³d=d³e=‰³n=n³
`ich @pron	ùich	#pron	^NS	~ich	\ich	_Vú3úP_NikP-37rb,05{261}.02	ø	:	³i=i³ch=ch³
