`mann @m	ùmann	#m	^NS	~mann	\man%.,,	_IIú1úP_Wind-001,01{09r,07}.03	ø	:	³m=m³a=a³n=nn³
`d‰r @pron	ùd‰r	#pron	^NSm+	~d‰r	\d er	_IIú1úP_Wind-001,01{09r,07}.04	ø	:	³d=d³e=‰³r=r³
`niŠne @adv	ùniŠne	#adv	^	~nih<t>ne	\nihne	_IIú1úP_Wind-001,01{09r,08}.05	ø	:	³n=n³i=i³h=h³=t³n=n³e=e³
`hin(e) @adv	ùhin(e)/>+var(e)n	#adv	^	~hine	\hine*1|	_IIú1úP_Wind-001,01{09r,08}.06	ø	:	³h=h³i=i³n=n³e=e³
`var(e)n @stv6	ùvar(e)n/hin(e)>+	#stv6	^3SVI	~vuor	\|fuor*2	_IIú1úP_Wind-001,01{09r,08}.07	ø	:	³f=v³uo=uo³r=r³
`in @pr„p	ùin	#pr„p	^	~in	\in	_IIú1úP_Wind-001,01{09r,08}.08	ø	:	³i=i³n=n³
`d‰r @art	ùd‰r	#art	^DSm	~d‰me	\d eme	_IIú1úP_Wind-001,01{09r,09}.09	ø	:	³d=d³e=‰³m=m³e=e³
`rƒt @m<u>	ùrƒt	#m<u>	^DS	~rƒte	\rate	_IIú1úP_Wind-001,01{09r,09}.10	ø	:	³r=r³a=ƒ³t=t³e=e³
`d‰r @art	ùd‰r	#art	^GPmfn	~d‰r	\d er	_IIú1úP_Wind-001,01{09r,09}.11	ø	:	³d=d³e=‰³r=r³
`un-guot @adj	ùun-guot	#adj	^GPmfnw%	~un-guoten	\unguo(=)t en.	_IIú1úP_Wind-001,01{09r,09}.12	ø	:	³u=u³n=n³=-³g=g³uo=uo³t=t³e=e³n=n³
`unte @konj	ùunte	#konj	^	~unte	\unde	_IIú1úP_Wind-001,01{09r,10}.13	ø	:	³u=u³n=n³d=t³e=e³
`ane @pr„p	ùane	#pr„p	^	~an<e>	\an	_IIú1úP_Wind-001,01{09r,10}.14	ø	:	³a=a³n=n³=e³
`d‰r @art	ùd‰r	#art	^DSm	~d‰m	\d em	_IIú1úP_Wind-001,01{09r,10}.15	ø	:	³d=d³e=‰³m=m³
`w‰g @m	ùw‰g	#m	^DS	~w‰ge	\wege	_IIú1úP_Wind-001,01{09r,10}.16	ø	:	³w=w³e=‰³g=g³e=e³
`d‰r @art	ùd‰r	#art	^GPm	~d‰r(e)	\d ere	_IIú1úP_Wind-001,01{09r,10}.17	ø	:	³d=d³e=‰³r=r³e=e³
`snt‘re @m	ùsnt‘re	#m	^GP	~snt‘re	\$un(=)t‘re	_IIú1úP_Wind-001,01{09r,10}.18	ø	:	³s=s³u=³n=n³t=t³‘=‘³r=r³e=e³
`niŠne @adv	ùniŠne	#adv	^	~nih<t>ne	\nihne	_IIú1úP_Wind-001,01{09r,11}.19	ø	:	³n=n³i=i³h=h³=t³n=n³e=e³
`stƒn @anv	ùstƒn	#anv	^3SVI	~stuont	\$tuont.	_IIú1úP_Wind-001,01{09r,11}.20	ø	:	³s=s³t=t³uo=uo³n=n³t=t³
`unte @konj	ùunte	#konj	^	~unte	\vnde	_IIú1úP_Wind-001,01{09r,11}.21	ø	:	³v=u³n=n³d=t³e=e³
`–f @pr„p	ù–f	#pr„p	^	~–f	\uf	_IIú1úP_Wind-001,01{09r,11}.22	ø	:	³u=–³f=f³
`d‰r @art	ùd‰r	#art	^DSm	~d‰me	\d eme	_IIú1úP_Wind-001,01{09r,11}.23	ø	:	³d=d³e=‰³m=m³e=e³
`stuol @m<(u)>	ùstuol	#m<(u)>	^DS	~stuole	\$tuole	_IIú1úP_Wind-001,01{09r,11}.24	ø	:	³s=s³t=t³uo=uo³l=l³e=e³
`d‰r @art	ùd‰r	#art	^GSf	~d‰r(e)	\d ere	_IIú1úP_Wind-001,01{09r,11}.25	ø	:	³d=d³e=‰³r=r³e=e³
`suht-luome @f	ùsuht-luome	#f	^GS	~suht-luome	\$uhtluome	_IIú1úP_Wind-001,01{09r,12a}.26	ø	:	³s=s³u=u³h=h³t=t³=-³l=l³uo=uo³m=m³e=e³
`niŠne @adv	ùniŠne	#adv	^	~nih<t>ne	\nihne	_IIú1úP_Wind-001,01{09r,12a}.27	ø	:	³n=n³i=i³h=h³=t³n=n³e=e³
`sitzen @stv5b	ùsitzen	#stv5b	^3SVI	~saz	\$az(.)	_IIú1úP_Wind-001,01{09r,12a}.28@	ø	:/K[$az: folgt 12b]	³s=s³a=a³z=z³
`halt @adv/konj	ùhalt	#konj	^	~halt	\halt	_IIú1úP_Wind-001,02{09r,13}.01	ø	:	³h=h³a=a³l=l³t=t³
`in @pr„p	ùin	#pr„p	^	~in	\in|	_IIú1úP_Wind-001,02{09r,13}.02	ø	:	³i=i³n=n³
`d‰r @art	ùd‰r	#art	^DSf	~d‰r	\|d er	_IIú1úP_Wind-001,02{09r,13}.03	ø	:	³d=d³e=‰³r=r³
`ˆwe @mf	ùˆwe	#f	^DS	~ˆwe	\ewe	_IIú1úP_Wind-001,02{09r,13}.04	ø	:	³e=ˆ³w=w³e=e³
`d‰r @art	ùd‰r	#art	^GSm	~d‰s	\d e$	_IIú1úP_Wind-001,02{09r,13}.05	ø	:	³d=d³e=‰³s=s³
`hˆrre @m	ùhˆrre	#m	^GS	~hˆrren	\herren	_IIú1úP_Wind-001,02{09r,13}.06	ø	:	³h=h³e=ˆ³rr=rr³e=e³n=n³
`wille @m	ùwille	#m	^NS	~wille	\wille	_IIú1úP_Wind-001,02{09r,13}.07	ø	:	³w=w³i=i³ll=ll³e=e³
`sŒn @pron_poss	ùsŒn	#pron_poss	^0NSmø	~sŒn	\$in.,,	_IIú1úP_Wind-001,02{09r,13}.08	ø	:	³s=s³i=Œ³n=n³
`unte @konj	ùunte	#konj	^	~unte	\unde	_IIú1úP_Wind-001,02{09r,13}.09	ø	:	³u=u³n=n³d=t³e=e³
`in @pr„p	ùin	#pr„p	^	~in	\in	_IIú1úP_Wind-001,02{09r,13}.10	ø	:	³i=i³n=n³
`d‰r @art	ùd‰r	#art	^DSf	~d‰r	\d er	_IIú1úP_Wind-001,02{09r,14}.11	ø	:	³d=d³e=‰³r=r³
`ˆwe @mf	ùˆwe	#f	^DS	~ˆwe	\ewe	_IIú1úP_Wind-001,02{09r,14}.12	ø	:	³e=ˆ³w=w³e=e³
`sŒn @pron_poss	ùsŒn	#pron_poss	^DSfø!	~sŒner	\$in er	_IIú1úP_Wind-001,02{09r,14}.13	ø	:	³s=s³i=Œ³n=n³e=e³r=r³
`ahten @swv	ùahten	#swv	^3SGI	~ahtet	\ahtet	_IIú1úP_Wind-001,02{09r,14}.14	ø	:	³a=a³h=h³t=t³e=e³t=t³
`‰r @pron	ù‰r	#pron	^NSm	~‰r	\er	_IIú1úP_Wind-001,02{09r,14}.15	ø	:	³e=‰³r=r³
`tag @m	ùtag	#m	^AS	~tag	\tach	_IIú1úP_Wind-001,02{09r,14}.16	ø	:	³t=t³a=a³ch=g³
`joh @adv/konj	ùjoh	#konj	^	~joh	\iouh	_IIú1úP_Wind-001,02{09r,14}.17	ø	:	³i=j³ou=o³h=h³
`naht @f<(u)>	ùnaht	#f<(u)>	^AS	~naht	\naht.(.)	_IIú1úP_Wind-001,02{09r,14}.18@	ø	:	³n=n³a=a³h=h³t=t³
`unte @konj	ùunte	#konj	^	~unte	\vnde	_IIú1úP_Wind-001,03{09r,15}.01	ø	:	³v=u³n=n³d=t³e=e³
`w‰sen @stv5	ùw‰sen	#stv5	^3SGI	~wiset	\wi$it	_IIú1úP_Wind-001,03{09r,15}.02	ø	:/^[Futur in latein. Vorlage]	³w=w³i=i³s=s³i=e³t=t³
`all-s“ @adv/konj	ùall-s“	#konj	^	~all-s“	\al$o	_IIú1úP_Wind-001,03{09r,15}.03	ø	:	³a=a³l=ll³=-³s=s³o=“³
`d‰r @art	ùd‰r	#art	^NSn	~dazz	\d az	_IIú1úP_Wind-001,03{09r,15}.04	ø	:	³d=d³a=a³z=zz³
`holz @n	ùholz	#n	^NS	~holz	\holz,,	_IIú1úP_Wind-001,03{09r,15}.05	ø	:	³h=h³o=o³l=l³z=z³
`d‰r @pron	ùd‰r	#pron	^NSn+	~dazz	\d az	_IIú1úP_Wind-001,03{09r,15}.06	ø	:	³d=d³a=a³z=zz³
`pflanzen @swv	ùpflanzen	#swv pV	^-	~ge-pflanzet	\gephlan(=)cit 	_IIú1úP_Wind-001,03{09r,15}.07	ø	:	³g=g³e=e³=-³ph=pf³l=l³a=a³n=n³c=z³i=e³t=t³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\i$t	_IIú1úP_Wind-001,03{09r,16}.08	ø	:	³i=i³s=s³t=t³
`bŒ @pr„p	ùbŒ	#pr„p	^	~bŒ	\bi	_IIú1úP_Wind-001,03{09r,16}.09	ø	:	³b=b³i=Œ³
`d‰r @art	ùd‰r	#art	^DP	~d‰n	\d en	_IIú1úP_Wind-001,03{09r,16}.10	ø	:	³d=d³e=‰³n=n³
`nider-vluzz @m<u>	ùnider-vluzz	#m<u>	^DP	~nider-vlzzen	\nider#fluzzen	_IIú1úP_Wind-001,03{09r,16}.11	ø	:	³n=n³i=i³d=d³e=e³r=r³=-³f=v³l=l³u=³zz=zz³e=e³n=n³
`d‰r @art	ùd‰r	#art	^GPn	~d‰r(e)	\d ere	_IIú1úP_Wind-001,03{09r,16}.12	ø	:	³d=d³e=‰³r=r³e=e³
`wazzer @n	ùwazzer	#n	^GP	~wazzer(e)	\wazzere,,	_IIú1úP_Wind-001,03{09r,16}.13	ø	:	³w=w³a=a³zz=zz³e=e³r=r³e=e³
`d‰r @pron	ùd‰r	#pron	^NSn+	~dazz	\d az	_IIú1úP_Wind-001,03{09v,01}.14	ø	:	³d=d³a=a³z=zz³
`wuocher @mn	ùwuocher	#m	^AS	~wuocher	\wuocher	_IIú1úP_Wind-001,03{09v,01}.15	ø	:	³w=w³uo=uo³ch=ch³e=e³r=r³
`sŒn @pron_poss	ùsŒn	#pron_poss	^ASmø	~sŒnen	\$in en	_IIú1úP_Wind-001,03{09v,01}.16	ø	:	³s=s³i=Œ³n=n³e=e³n=n³
`g‰ben @stv5	ùg‰ben	#stv5	^3SGI	~gibet	\gibit	_IIú1úP_Wind-001,03{09v,01}.17	ø	:	³g=g³i=i³b=b³i=e³t=t³
`in @pr„p	ùin	#pr„p	^	~in	\in	_IIú1úP_Wind-001,03{09v,01}.18	ø	:	³i=i³n=n³
`zŒt @fn	ùzŒt	#n	^DS	~zŒte	\zite	_IIú1úP_Wind-001,03{09v,01}.19	ø	:	³z=z³i=Œ³t=t³e=e³
`sŒn @pron_poss	ùsŒn	#pron_poss	^DSnø	~sŒnem	\$in em,,	_IIú1úP_Wind-001,03{09v,02}.20	ø	:	³s=s³i=Œ³n=n³e=e³m=m³
`unte @konj	ùunte	#konj	^	~unte	\vnde	_IIú1úP_Wind-001,03{09v,02}.21	ø	:	³v=u³n=n³d=t³e=e³
`blat @n	ùblat	#n	^NS	~blat	\blat.	_IIú1úP_Wind-001,03{09v,02}.22	ø	:	³b=b³l=l³a=a³t=t³
`oder @konj	ùoder	#konj	^	~oder	\oder	_IIú1úP_Wind-001,03{09v,02}.23	ø	:	³o=o³d=d³e=e³r=r³
`loub @n	ùloub	#n	^NS	~loub	\loub	_IIú1úP_Wind-001,03{09v,02}.24	ø	:	³l=l³ou=ou³b=b³
`sŒn @pron_poss	ùsŒn	#pron_poss	^0NSnø	~sŒn	\$in	_IIú1úP_Wind-001,03{09v,02}.25	ø	:	³s=s³i=Œ³n=n³
`niŠne @adv	ùniŠne	#adv	^	~nih<t>ne	\nihne	_IIú1úP_Wind-001,03{09v,02}.26	ø	:	³n=n³i=i³h=h³=t³n=n³e=e³
`zer-vliŠzen @stv2b	ùzer-vliŠzen	#stv2b	^3SGI	~ze<r>-vliuzet	\zefliuzzet.	_IIú1úP_Wind-001,03{09v,02}.27	ø	:	³z=z³e=e³=r³=-³f=v³l=l³iu=iu³zz=z³e=e³t=t³
`oder @konj	ùoder	#konj	^	~oder	\oder	_IIú1úP_Wind-001,03{09v,02}.28	ø	:/E[oder: fehlt bei K.]	³o=o³d=d³e=e³r=r³
`abe @adv	ùabe/>.+vallen	#adv	^	~abe	\abe|	_IIú1úP_Wind-001,03{09v,02}.29	ø	:	³a=a³b=b³e=e³
`ne @partikel	ùne	#partikel	^	~ne	\|ne	_IIú1úP_Wind-001,03{09v,02}.30	ø	:	³n=n³e=e³
`vallen @stv7	ùvallen/abe>.+	#stv7	^3SGI	~vŠllet	\vallet.,,	_IIú1úP_Wind-001,03{09v,02}.31	ø	:/K[vallet: steht am Ende der n„chsten Lateinzeile]	³v=v³a=Š³ll=ll³e=e³t=t³
`unte @konj	ùunte	#konj	^	~unte	\unde	_IIú1úP_Wind-001,03{09v,03}.32	ø	:	³u=u³n=n³d=t³e=e³
`all @pron	ùall	#pron	^APn%	~alliu	\ell iu,,(	_IIú1úP_Wind-001,03{09v,03}.33	ø	:	³e=a³ll=ll³iu=iu³
`swŠl(i)ch @pron	ùswŠl(i)ch	#pron	^APn%	~swŠl(i)chiu	\$uelih iu	_IIú1úP_Wind-001,03{09v,03}.34	ø	:	³s=s³u=w³e=Š³l=l³i=i³h=ch³iu=iu³
`‰r @pron	ù‰r	#pron	^NSm	~‰r	\er	_IIú1úP_Wind-001,03{09v,03}.35	ø	:	³e=‰³r=r³
`tuon @anv	ùtuon	#anv	^3SGI	~tuot	\tuot,,)	_IIú1úP_Wind-001,03{09v,03}.36	ø	:	³t=t³uo=uo³t=t³
`w‰rden @stv3b	ùw‰rden	#stv3b	^3PGI	~w‰rdent	\werdent	_IIú1úP_Wind-001,03{09v,03}.37	ø	:	³w=w³e=‰³r=r³d=d³e=e³n=n³t=t³
`vram-spuotigen @swv	ùvram-spuotigen	#swv pV	^-	~ge-vram-spuotiget	\gefram$puti(=)get (.)	_IIú1úP_Wind-001,03{09v,03}.38@	ø	:	³g=g³e=e³=-³f=v³r=r³a=a³m=m³=-³s=s³p=p³u=uo³t=t³i=i³g=g³e=e³t=t³
`niht @adv	ùniht	#adv	^	~niht	\Niht	_IIú1úP_Wind-001,04{09v,04a}.01	ø	:	³n=n³i=i³h=h³t=t³
`s“ @adv/konj	ùs“	#konj	^	~s“	\$o	_IIú1úP_Wind-001,04{09v,04a}.02	ø	:	³s=s³o=“³
`d‰r @art	ùd‰r	#art	^NPm	~diŠ	\d ie	_IIú1úP_Wind-001,04{09v,04a}.03	ø	:	³d=d³ie=iŠ³
`un-guot @adj	ùun-guot	#adj	^NPm!%	~un-guote	\unguot e,,	_IIú1úP_Wind-001,04{09v,04a}.04	ø	:	³u=u³n=n³=-³g=g³uo=uo³t=t³e=e³
`niht @adv	ùniht	#adv	^	~niht	\niht	_IIú1úP_Wind-001,04{09v,04a}.05	ø	:	³n=n³i=i³h=h³t=t³
`s“ @adv/konj	ùs“	#adv	^	~s“	\$o(!)	_IIú1úP_Wind-001,04{09v,04a}.06	ø	:	³s=s³o=“³
`halt @adv/konj	ùhalt	#konj	^	~halt	\halt	_IIú1úP_Wind-001,04{09v,04a}.07	ø	:	³h=h³a=a³l=l³t=t³
`all-s“ @adv/konj	ùall-s“	#konj	^	~all-s“	\al$o	_IIú1úP_Wind-001,04{09v,04a}.08	ø	:/K[al$o: folgt 04b, Trennzeichen]	³a=a³l=ll³=-³s=s³o=“³
`d‰r @art	ùd‰r	#art	^NSm	~d‰r	\d er	_IIú1úP_Wind-001,04{09v,05}.09	ø	:	³d=d³e=‰³r=r³
`molte @mf	ùmolte	#m	^NS	~molte	\molte,,	_IIú1úP_Wind-001,04{09v,05}.10	ø	:	³m=m³o=o³l=l³t=t³e=e³
`d‰r @pron	ùd‰r	#pron	^ASm	~d‰n	\d en	_IIú1úP_Wind-001,04{09v,05}.11	ø	:	³d=d³e=‰³n=n³
`w‰rfen @stv3b	ùw‰rfen	#stv3b	^3SGI	~wirfet	\wirfit	_IIú1úP_Wind-001,04{09v,05}.12	ø	:	³w=w³i=i³r=r³f=f³i=e³t=t³
`d‰r @art	ùd‰r	#art	^NSm	~d‰r	\d er	_IIú1úP_Wind-001,04{09v,05}.13	ø	:	³d=d³e=‰³r=r³
`wint @m	ùwint	#m	^NS	~wint	\wint	_IIú1úP_Wind-001,04{09v,05}.14	ø	:	³w=w³i=i³n=n³t=t³
`von @pr„p	ùvon	#pr„p	^	~vone	\uone	_IIú1úP_Wind-001,04{09v,05}.15	ø	:	³u=v³o=o³n=n³e=e³
`d‰r @art	ùd‰r	#art	^DSn	~d‰m	\d em	_IIú1úP_Wind-001,04{09v,05}.16	ø	:	³d=d³e=‰³m=m³
`ant-ltze @n	ùant-ltze	#n	^DS	~ant-ltze	\ant(=)luzce	_IIú1úP_Wind-001,04{09v,05}.17	ø	:	³a=a³n=n³t=t³=-³l=l³u=³zc=tz³e=e³
`d‰r @art	ùd‰r	#art	^GSf	~d‰r	\d er	_IIú1úP_Wind-001,04{09v,06a}.18	ø	:	³d=d³e=‰³r=r³
`‰rde @f	ù‰rde	#f	^GS	~‰rde	\erde.(.)	_IIú1úP_Wind-001,04{09v,06a}.19@	ø	:/K[erde.: folgt 06b, Trennzeichen]	³e=‰³r=r³d=d³e=e³
`von @pr„p	ùvon	#pr„p	^	~vone	\Vone	_IIú1úP_Wind-001,05{09v,07}.01	ø	:	³v=v³o=o³n=n³e=e³
`d‰r @pron	ùd‰r	#pron	^ISn	~diu	\d iu	_IIú1úP_Wind-001,05{09v,07}.02	ø	:	³d=d³iu=iu³
