`drŒ-z‰hen @num	ùdrŒ-z‰hen	#num	^0APm	~drŒ-z‰hen	\dr¡cehe\-	_Vú4búP_Hleb-004v,03{006,11}.07@	ø	:	³d=d³r=r³i=Œ³=-³c=z³e=‰³h=h³e=e³\-=n³
`tag @m	ùtag	#m	^AP	~tage	\tage.,,	_Vú4búP_Hleb-004v,04{006,11}.01	ø	:	³t=t³a=a³g=g³e=e³
`d“ @adv/konj	ùd“	#adv	^	~d“	\do	_Vú4búP_Hleb-004v,04{006,11}.02	ø	:	³d=d³o=“³
`komen @stv4	ùkomen	#stv4	^3SVI	~quam	\quam	_Vú4búP_Hleb-004v,04{006,11}.03	ø	:	³qu=qu³a=a³m=m³
`‰r @pron	ù‰r	#pron	^NSm	~h‰r	\her	_Vú4búP_Hleb-004v,04{006,11}.04	ø	:	³h=h³e=‰³r=r³
`ze @pr„p	ùze	#pr„p	^	~zuo	\zu	_Vú4búP_Hleb-004v,04{006,11}.05	ø	:	³z=z³u=uo³
`Johann @PN	ùJohann	#PN	^DS	~Johanne	\iohanne	_Vú4búP_Hleb-004v,04{006,11}.06	ø	:	*³i=j³o=o³h=h³a=a³nn=nn³e=e³
`Baptista* @BN	ùBaptista*	#BN	^DS	~Baptista	\bapt¡=$ta.	_Vú4búP_Hleb-004v,04{006,12}.07@	ø	:	*³b=b³a=a³p=p³t=t³i=i³s=s³t=t³a=a³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú4búP_Hleb-004v,05{006,12}.01	ø	:	³v=u³n=n³\-=te³
`w‰rden @stv3b	ùw‰rden	#stv3b	^3SVI	~ward	\wart	_Vú4búP_Hleb-004v,05{006,12}.02	ø	:	³w=w³a=a³r=r³t=d³
`von @pr„p	ùvon	#pr„p	^	~von	\von	_Vú4búP_Hleb-004v,05{006,12}.03	ø	:	³v=v³o=o³n=n³
`‰r @pron	ù‰r	#pron	^DSm	~ime	\yme	_Vú4búP_Hleb-004v,05{006,12}.04	ø	:	³y=i³m=m³e=e³
`toufen @swv	ùtoufen	#swv pV	^-	~ge-touf<e>t	\getouft .(.)	_Vú4búP_Hleb-004v,05{006,12}.05	ø	:	³g=g³e=e³=-³t=t³ou=ou³f=f³=e³t=t³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú4búP_Hleb-004v,05{006,12}.06	ø	:	³v=u³n=n³\-=te³
`dƒr @adv	ùdƒr/+nƒh	#adv	^	~dƒ	\do	_Vú4búP_Hleb-004v,05{006,12}.07@	ø	:	³d=d³o=ƒ³
`nƒh @adv	ùnƒh/dƒr+	#adv	^	~nƒh	\nach	_Vú4búP_Hleb-004v,06{006,12}.01	ø	:	³n=n³a=ƒ³ch=h³
`gƒn @anv	ùgƒn	#anv	^3SVI	~giŠng	\g¡ng	_Vú4búP_Hleb-004v,06{006,12}.02	ø	:	³g=g³i=iŠ³n=n³g=g³
`‰r @pron	ù‰r	#pron	^NSm	~h‰r	\her	_Vú4búP_Hleb-004v,06{006,12}.03	ø	:	³h=h³e=‰³r=r³
`in @pr„p	ùin	#pr„p	^	~in	\¡n	_Vú4búP_Hleb-004v,06{006,12}.04	ø	:	³i=i³n=n³
`d‰r @art	ùd‰r	#art	^ASf	~diŠ	\d ¡e	_Vú4búP_Hleb-004v,06{006,12}.05	ø	:	³d=d³ie=iŠ³
`wŠstenunge @f	ùwŠstenunge	#f	^AS	~wŠstenunge	\wu\e$te$tenu\-ge	_Vú4búP_Hleb-004v,06{006,13}.06@	ø	:/K[wu\e$te$tenu\-ge: lies {wu\e$tenu\-ge} !]	³w=w³u\e=Š³s=s³t=t³e=e³ste=³n=n³u=u³\-=n³g=g³e=e³
`–fe @pr„p	ù–fe	#pr„p	^	~–fe	\vffe	_Vú4búP_Hleb-004v,07{006,13}.01	ø	:	³v=–³ff=f³e=e³
`d‰r @art	ùd‰r	#art	^ASn	~dazz	\d az	_Vú4búP_Hleb-004v,07{006,13}.02	ø	:	³d=d³a=a³z=zz³
`h“h @adj	ùh“h	#adj	^ASnw	~h“he	\hoh e	_Vú4búP_Hleb-004v,07{006,13}.03	ø	:	³h=h³o=“³h=h³e=e³
`ge-birge @n	ùge-birge	#n	^AS	~ge-birge	\geb¡rge	_Vú4búP_Hleb-004v,07{006,13}.04	ø	:	³g=g³e=e³=-³b=b³i=i³r=r³g=g³e=e³
`bŒ @pr„p	ùbŒ	#pr„p	^	~bŒ	\bi	_Vú4búP_Hleb-004v,07{006,13}.05	ø	:	³b=b³i=Œ³
`Jerusalˆm @ON	ùJerusalˆm	#ON	^DS	~Jerusalˆm	\iheru$alem.	_Vú4búP_Hleb-004v,07{006,13}.06@	ø	:	*³ih=j³e=ˆ³r=r³u=u³s=s³a=a³l=l³e=ˆ³m=m³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú4búP_Hleb-004v,08{006,13}.01	ø	:	³v=u³n=n³\-=te³
`vasten @swv	ùvasten	#swv	^3SV	~vastete	\va$tete	_Vú4búP_Hleb-004v,08{006,13}.02	ø	:	³v=v³a=a³s=s³t=t³e=e³t=t³e=e³
`dƒr @adv	ùdƒr	#adv	^	~dƒ	\do	_Vú4búP_Hleb-004v,08{006,13}.03	ø	:	³d=d³o=ƒ³
`viŠr-zig @num	ùviŠr-zig	#num	^0APm	~viŠr-zig	\v¡erzig	_Vú4búP_Hleb-004v,08{006,13}.04	ø	:	³v=v³ie=iŠ³r=r³=-³z=z³i=i³g=g³
`tag @m	ùtag	#m	^AP	~tage	\tage	_Vú4búP_Hleb-004v,08{006,14}.05	ø	:	³t=t³a=a³g=g³e=e³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_Vú4búP_Hleb-004v,08{006,14}.06	ø	:	³v=u³n=n³\-=te³
`viŠr-zig @num	ùviŠr-zig	#num	^0APf	~viŠr-zig	\vierz¡g	_Vú4búP_Hleb-004v,08{006,14}.07@	ø	:	³v=v³ie=iŠ³r=r³=-³z=z³i=i³g=g³
`naht @f<(u)>	ùnaht	#f<(u)>	^AP	~naht<e>	\nacht.(.)	_Vú4búP_Hleb-004v,09{006,14}.01	ø	:	³n=n³a=a³ch=h³t=t³=e³
`w‰der @konj	ùw‰der	#konj	^	~w‰der	\weder	_Vú4búP_Hleb-004v,09{006,14}.02	ø	:	³w=w³e=‰³d=d³e=e³r=r³
`‰r @pron	ù‰r	#pron	^NSm	~hˆ	\he	_Vú4búP_Hleb-004v,09{006,14}.03	ø	:	³h=h³e=ˆ³
`sitzen @stv5b	ùsitzen	#stv5b	^3SVK	~s‘ze	\$eze	_Vú4búP_Hleb-004v,09{006,14}.04	ø	:	³s=s³e=‘³z=z³e=e³
`oder @konj	ùoder	#konj	^	~oder	\oder	_Vú4búP_Hleb-004v,09{006,14}.05	ø	:	³o=o³d=d³e=e³r=r³
`stƒn @anv	ùstƒn	#anv	^3SVK	~stŠnte	\$tunde.	_Vú4búP_Hleb-004v,09{006,14}.06	ø	:	³s=s³t=t³u=Š³n=n³d=d³e=e³
`oder @konj	ùoder	#konj	^	~oder	\od'	_Vú4búP_Hleb-004v,09{006,14}.07@	ø	:	³o=o³d=d³'=er³
`w‰r @pron	ùw‰r	#pron	^GSn	~w‰s	\w es	_Vú4búP_Hleb-004v,10{006,14}.01	ø	:	³w=w³e=‰³s=s³
`‰r @pron	ù‰r	#pron	^NSm	~h‰r	\her	_Vú4búP_Hleb-004v,10{006,14}.02	ø	:	³h=h³e=‰³r=r³
`be-ginnen @anv	ùbe-ginnen	#anv	^3SV	~be-gunde	\begunde	_Vú4búP_Hleb-004v,10{006,14}.03	ø	:	³b=b³e=e³=-³g=g³u=u³n=n³d=d³e=e³
`dƒr @adv	ùdƒr	#adv	^	~dƒ	\do,,	_Vú4búP_Hleb-004v,10{006,15}.04	ø	:	³d=d³o=ƒ³
`d‰r @pron	ùd‰r	#pron	^GSn	~d‰s	\d es	_Vú4búP_Hleb-004v,10{006,15}.05	ø	:	³d=d³e=‰³s=s³
`sagen @swv-a	ùsagen	#swv-a	^3PG	~sagen	\$agen	_Vú4búP_Hleb-004v,10{006,15}.06	ø	:	³s=s³a=a³g=g³e=e³n=n³
`d‰r @art	ùd‰r	#art	^NPm	~diŠ	\d ie	_Vú4búP_Hleb-004v,10{006,15}.07@	ø	:	³d=d³ie=iŠ³
`ˆwangeliste @m	ùˆwangeliste	#m	^NP	~ˆwangelisten	\ewangeli$ten	_Vú4búP_Hleb-004v,11{006,15}.01	ø	:	³e=ˆ³w=w³a=a³n=n³g=g³e=e³l=l³i=i³s=s³t=t³e=e³n=n³
`niht @n	ùniht	#n	^AS	~niht	\n¡cht.,,	_Vú4búP_Hleb-004v,11{006,15}.02	ø	:	³n=n³i=i³ch=h³t=t³
