`arm @adj	ùarm	#adj	^NSfw	~arme	\arm e	_IIIú4úV_RhTun-007{1r,05}.04	ø	:	³a=a³r=r³m=m³e=e³
`mŠn(ni)sch-hŠit @f	ùmŠn(ni)sch-hŠit	#f	^NS	~mŠnn<i>sch-hŠit	\men$heit	_IIIú4úV_RhTun-007{1r,06}.05@	ø	:	³m=m³e=Š³n=nn³=i³s=sch³=-³h=h³ei=Ši³t=t³
`all-s“ @adv/konj	ùall-s“	#adv	^	~all-s“	\al#$o	_IIIú4úV_RhTun-008{1r,06}.01	ø	:/E[al: {Al} K]	³a=a³l=ll³=-³s=s³o=“³
`krank @adj	ùkrank	#adj	^-	~krank	\cranc .	_IIIú4úV_RhTun-008{1r,06}.02	ø	:	³c=k³r=r³a=a³n=n³c=k³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú4úV_RhTun-008{1r,06}.03	ø	:	³v=u³n\-=nte³
`d‰r @art	ùd‰r	#art	^NSf	~di	\d i	_IIIú4úV_RhTun-008{1r,06}.04	ø	:	³d=d³i=i³
`broŠdig-hŠit @f	ùbroŠdig-hŠit	#f	^NS	~broŠdig-<h>Šit	\brodekeit.,,	_IIIú4úV_RhTun-008{1r,06}.05@	ø	:/^[!]	³b=b³r=r³o=oŠ³d=d³e=i³k=g³=-³=h³ei=Ši³t=t³
`dazz @konj	ùdazz	#konj	^	~dazz	\Daz	_IIIú4úV_RhTun-009{1r,06}.01	ø	:	³d=d³a=a³z=zz³
`‰r @pron	ù‰r	#pron	^NSf	~si	\$i	_IIIú4úV_RhTun-009{1r,06}.02	ø	:	³s=s³i=i³
`sich @pron	ùsich	#pron	^A	~sich	\$ich	_IIIú4úV_RhTun-009{1r,06}.03	ø	:	³s=s³i=i³ch=ch³
`un-be-wollen @adj_part	ùun-be-wollen	#adj_part	^-	~un-be-wollen	\um(=)bewollen .	_IIIú4úV_RhTun-009{1r,06}.04@	ø	:	³u=u³m=n³=-³b=b³e=e³=-³w=w³o=o³ll=ll³e=e³n=n³
`ne @partikel	ùne	#partikel	^	~en	\in|	_IIIú4úV_RhTun-010{1r,07}.01	ø	:	³i=e³n=n³
`kunnen @anv	ùkunnen	#anv	^3SGI	~kan	\|kan.	_IIIú4úV_RhTun-010{1r,07}.02	ø	:/E[inkan: {Inkan} K]	³k=k³a=a³n=n³
`be-hŠten @swv	ùbe-hŠten	#swv i	^-	~be-hŠte<n>	\behude	_IIIú4úV_RhTun-010{1r,07}.03	ø	:	³b=b³e=e³=-³h=h³u=Š³d=t³e=e³=n³
`vollen @adv	ùvollen	#adv	^	~vollen	\vollen.,,	_IIIú4úV_RhTun-010{1r,07}.04@	ø	:	³v=v³o=o³ll=ll³e=e³n=n³
`got @m	ùgot	#m	^NS	~got	\Got	_IIIú4úV_RhTun-011{1r,07}.01	ø	:	³g=g³o=o³t=t³
`ne @partikel	ùne	#partikel	^	~en	\in	_IIIú4úV_RhTun-011{1r,07}.02	ø	:	³i=e³n=n³
`tuon @anv	ùtuon	#anv	^3SGK	~tuo	\du	_IIIú4úV_RhTun-011{1r,07}.03	ø	:	³d=t³u=uo³
`‰r @pron	ù‰r	#pron	^ASn	~izz	\iz	_IIIú4úV_RhTun-011{1r,07}.04	ø	:	³i=i³z=zz³
`mit @pr„p	ùmit	#pr„p	^	~mit	\bit	_IIIú4úV_RhTun-011{1r,07}.05	ø	:	³b=m³i=i³t=t³
`sŒn @pron_poss	ùsŒn	#pron_poss	^DSf	~sŒner	\$i[n ']	_IIIú4úV_RhTun-011{1r,07}.06	ø	:	³s=s³i=Œ³[n]=n³[']=er³
`kraft @f<u>	ùkraft	#f<u>	^DS	~kraft	\craft.(.)	_IIIú4úV_RhTun-011{1r,08}.07@	ø	:	³c=k³r=r³a=a³f=f³t=t³
`d‰r @art	ùd‰r	#art	^NPm	~di	\D i	_IIIú4úV_RhTun-012{1r,08}.01	ø	:	³d=d³i=i³
`wŒssage @m	ùwŒssage	#m	^NP	~wŒssagen	\wi$$agin	_IIIú4úV_RhTun-012{1r,08}.02	ø	:	³w=w³i=Œ³ss=ss³a=a³g=g³i=e³n=n³
`haben @swv-a	ùhaben	#swv-a	^3PGI	~hƒnt	\hant	_IIIú4úV_RhTun-012{1r,08}.03	ø	:	³h=h³a=ƒ³n=n³t=t³
`wir @pron	ùwir	#pron	^DP	~uns	\un$	_IIIú4úV_RhTun-012{1r,08}.04	ø	:	³u=u³n=n³s=s³
`sagen @swv-a	ùsagen	#swv-a pV	^-	~ge-saget	\ge$agit 	_IIIú4úV_RhTun-012{1r,08}.05@	ø	:/E[ge$agit: {ge$acht} LK]	³g=g³e=e³=-³s=s³a=a³g=g³i=e³t=t³
`–zer @pr„p	ù–zer	#pr„p	^	~–zer	\Vzer	_IIIú4úV_RhTun-013{1r,08}.01	ø	:	³v=–³z=z³e=e³r=r³
`d‰r @art	ùd‰r	#art	^DSf	~d‰r	\d er	_IIIú4úV_RhTun-013{1r,08}.02	ø	:	³d=d³e=‰³r=r³
`got @m	ùgot	#m	^GS	~gotes	\go[de$]	_IIIú4úV_RhTun-013{1r,08}.03	ø	:	³g=g³o=o³[d]=t³[e]=e³[s]=s³
`lˆre @f	ùlˆre	#f	^DS	~lˆre	\lere.,,	_IIIú4úV_RhTun-013{1r,09}.04@	ø	:	³l=l³e=ˆ³r=r³e=e³
`dazz @konj	ùdazz	#konj	^	~dazz	\Daz	_IIIú4úV_RhTun-014{1r,09}.01	ø	:	³d=d³a=a³z=zz³
`Šin @art	ùŠin	#art	^DSm	~Ši<ne>m	\eim	_IIIú4úV_RhTun-014{1r,09}.02	ø	:	³ei=Ši³=ne³m=m³
`r‰ht @adj	ùr‰ht	#adj	^DSmw	~r‰hte<n>	\reht e	_IIIú4úV_RhTun-014{1r,09}.03	ø	:/^[nach {eim}]/E[rehte: {riche} SK]	³r=r³e=‰³h=h³t=t³e=e³=n³
`snt‘re @m	ùsnt‘re	#m	^DS	~snt‘re	\$und'e.	_IIIú4úV_RhTun-014{1r,09}.04@	ø	:	³s=s³u=³n=n³d=t³'=‘r³e=e³
`d‰r @art	ùd‰r	#art	^NSn	~dazz	\D az	_IIIú4úV_RhTun-015{1r,09}.01	ø	:	³d=d³a=a³z=zz³
`himel-rŒche @n	ùhimel-rŒche	#n	^NS	~himel-rŒche	\himelriche	_IIIú4úV_RhTun-015{1r,09}.02	ø	:	³h=h³i=i³m=m³e=e³l=l³=-³r=r³i=Œ³ch=ch³e=e³
`sŒn @anv	ùsŒn	#anv	^3SGK	~sŒ	\$i	_IIIú4úV_RhTun-015{1r,09}.03	ø	:	³s=s³i=Œ³
`all-s“ @adv/konj	ùall-s“	#adv	^	~all-s“	\al$o	_IIIú4úV_RhTun-015{1r,09}.04	ø	:	³a=a³l=ll³=-³s=s³o=“³
`un-kund @adj	ùun-kund	#adj	^-	~un-kund	\<un>(=)kunt .,,	_IIIú4úV_RhTun-015{1r,09}.05@	ø	:/E[unkunt: {unkunde} WK]	³u=u³n=n³=-³k=k³u=u³n=n³t=d³
`all-s“ @adv/konj	ùall-s“	#konj	^	~all-se	\Al$e	_IIIú4úV_RhTun-016{1r,10}.01	ø	:	³a=a³l=ll³=-³s=s³e=e³
`Šin @art	ùŠin	#art	^DSm	~Ši<ne>me	\eime	_IIIú4úV_RhTun-016{1r,10}.02	ø	:	³ei=Ši³=ne³m=m³e=e³
`olbente @mf	ùolbente	#m	^DS	~olbenten	\olbendin	_IIIú4úV_RhTun-016{1r,10}.03	ø	:	³o=o³l=l³b=b³e=e³n=n³d=t³i=e³n=n³
`sŒn @anv	ùsŒn	#anv	^3SGK	~sŒ	\$i.,,	_IIIú4úV_RhTun-016{1r,10}.04@	ø	:/E[Al$e eime olbendin $i: WK stellen um: {Al$e$ieimeolbendin}]	³s=s³i=Œ³
`dazz @konj	ùdazz	#konj	^	~dazz	\Daz	_IIIú4úV_RhTun-017{1r,10}.01	ø	:	³d=d³a=a³z=zz³
`‰r @pron	ù‰r	#pron	^NSm	~‰r	\er	_IIIú4úV_RhTun-017{1r,10}.02	ø	:	³e=‰³r=r³
`sich @pron	ùsich	#pron	^A	~sich	\$ih	_IIIú4úV_RhTun-017{1r,10}.03	ø	:	³s=s³i=i³h=ch³
`kunnen @anv	ùkunnen	#anv	^3SGK	~kunne	\konne	_IIIú4úV_RhTun-017{1r,10}.04	ø	:	³k=k³o=u³nn=nn³e=e³
`ge-bougen @swv	ùge-bougen	#swv i	^-	~ge-bougen	\[ge](=)bogen.	_IIIú4úV_RhTun-017{1r,10}.05@	ø	:/E[gebogen: {gebovgen} K]	³[g]=g³[e]=e³=-³b=b³o=ou³g=g³e=e³n=n³
`durh @pr„p	ùdurh	#pr„p	^	~durh	\Durh	_IIIú4úV_RhTun-018{1r,11}.01	ø	:/E[Durh: VK; {Durch} LW]	³d=d³u=u³r=r³h=h³
`d‰r @art	ùd‰r	#art	^GSf	~d‰r	\d <'>	_IIIú4úV_RhTun-018{1r,11}.02	ø	:	³d=d³'=‰r³
`nƒlde @f	ùnƒlde	#f	^GS	~nƒlden	\nalden	_IIIú4úV_RhTun-018{1r,11}.03	ø	:	³n=n³a=ƒ³l=l³d=d³e=e³n=n³
`ouge @n	ùouge	#n	^AS	~ougen	\ovgen.(.)	_IIIú4úV_RhTun-018{1r,11}.04@	ø	:	³ov=ou³g=g³e=e³n=n³
`d‰r @pron	ùd‰r	#pron	^NSn	~dazz	\D az	_IIIú4úV_RhTun-019{1r,11}.01	ø	:	³d=d³a=a³z=zz³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\i$t	_IIIú4úV_RhTun-019{1r,11}.02	ø	:	³i=i³s=s³t=t³
`angest-lich @adj	ùangest-lich	#adj	^-	~angest-lich	\enge$tlih 	_IIIú4úV_RhTun-019{1r,11}.03	ø	:/E[enge$tlih: WVC; {engestlich} L]	³e=a³n=n³g=g³e=e³s=s³t=t³=-³l=l³i=i³h=ch³
`ge-nuog(e) @adv	ùge-nuog(e)	#adv	^	~g<e>-nuog	\gn[uk](!)	_IIIú4úV_RhTun-019{1r,11}.04@	ø	:/E[gnuk: {gnuch} K]	³g=g³=e³=-³n=n³[u]=uo³[k]=g³
`ouch @adv/konj	ùouch	#adv	^	~ouch	\Och	_IIIú4úV_RhTun-020{1r,12}.01	ø	:	³o=ou³ch=ch³
`s“ @adv/konj	ùs“	#adv	^	~s“	\$o	_IIIú4úV_RhTun-020{1r,12}.02	ø	:	³s=s³o=“³
`knden @swv	ùknden	#swv	^3PGI	~kndent	\kundent	_IIIú4úV_RhTun-020{1r,12}.03	ø	:	³k=k³u=³n=n³d=d³e=e³n=n³t=t³
`wir @pron	ùwir	#pron	^DP	~uns	\un$	_IIIú4úV_RhTun-020{1r,12}.04	ø	:	³u=u³n=n³s=s³
`d‰r @art	ùd‰r	#art	^NPn	~di	\d i	_IIIú4úV_RhTun-020{1r,12}.05	ø	:	³d=d³i=i³
`buoch @n	ùbuoch	#n	^NP	~buoch	\buch.(:)	_IIIú4úV_RhTun-020{1r,12}.06@	ø	:	³b=b³u=uo³ch=ch³
`[!] @[!]	ùuix*	#[!]	^	~uix	\"Vix	_IIIú4úV_RhTun-021{1r,12}.01	ø	:/E[Vix: VK; {Vir} LW]	³v=u³i=i³x=x³
`[!] @[!]	ùiustus*	#[!]	^	~iustus	\iu$t%9	_IIIú4úV_RhTun-021{1r,12}.02	ø	:	³iu=iu³s=s³t=t³%9=us³
`[!] @[!]	ùsalvƒre*	#[!]	^	~salvabitur	\$aluabi<t%2.>(.)"	_IIIú4úV_RhTun-021{1r,12}.03@	ø	:/^[3. sg. praes. ind. pass.]/E[iu$t%9 $aluabi<t%2.>: {iustussaluabitur} LW]	*³[!]=[!]³
`d‰r @pron	ùd‰r	#pron	^ASn	~dazz	\D az	_IIIú4úV_RhTun-022{1r,12}.01	ø	:	³d=d³a=a³z=zz³
`ver-n‰men @stv4	ùver-n‰men	#stv4	^2PGB	~ver-n‰met	\vir#nemet,	_IIIú4úV_RhTun-022{1r,13}.02	ø	:/E[vir nemet: {virnemet} K]	³v=v³i=e³r=r³=-³n=n³e=‰³m=m³e=e³t=t³
`alt @adj	ùalt	#adj	^NPmfnw!"%	~alten	\ald en	_IIIú4úV_RhTun-022{1r,13}.03	ø	:	³a=a³l=l³d=t³e=e³n=n³
`unte @konj	ùunte	#konj	^	~unte	\vn\-	_IIIú4úV_RhTun-022{1r,13}.04	ø	:	³v=u³n\-=nte³
`jung @adj	ùjung	#adj	^0NPmfn"%	~jung	\iunc .(!)	_IIIú4úV_RhTun-022{1r,13}.05@	ø	:	³i=j³u=u³n=n³c=g³
`d‰r @pron	ùd‰r	#pron	^NSn	~dazz	\D az	_IIIú4úV_RhTun-023{1r,13}.01	ø	:	³d=d³a=a³z=zz³
`qu‰den @stv5	ùqu‰den	#stv5	^3SGI	~quŒ{ide}t	\quid.,,	_IIIú4úV_RhTun-023{1r,13}.02	ø	:	³qu=qu³i=Œ{ide}³d=t³
`dazz @konj	ùdazz	#konj	^	~dazz	\daz	_IIIú4úV_RhTun-023{1r,13}.03	ø	:	³d=d³a=a³z=zz³
`von @pr„p	ùvon	#pr„p	^	~van	\van	_IIIú4úV_RhTun-023{1r,13}.04	ø	:	³v=v³a=a³n=n³
`mann @m	ùmann	#m	^DS	~manne	\man(=)ne	_IIIú4úV_RhTun-023{1r,13}.05	ø	:	³m=m³a=a³nn=nn³e=e³
`noh @adv/konj	ùnoh	#konj	^	~noh	\noch	_IIIú4úV_RhTun-023{1r,14}.06	ø	:	³n=n³o=o³ch=h³
`von @pr„p	ùvon	#pr„p	^	~von	\von	_IIIú4úV_RhTun-023{1r,14}.07	ø	:	³v=v³o=o³n=n³
`wŒb @n	ùwŒb	#n	^DS	~wŒbe	\wibe.	_IIIú4úV_RhTun-023{1r,14}.08@	ø	:	³w=w³i=Œ³b=b³e=e³
`d‰r @art	ùd‰r	#art	^NPmfn	~di	\D i	_IIIú4úV_RhTun-024{1r,14}.01	ø	:	³d=d³i=i³
`ge-r‰ht @adj	ùge-r‰ht	#adj	^0NPmfnw%	~ge-r‰ht	\gen#reht 	_IIIú4úV_RhTun-024{1r,14}.02	ø	:/\[bzw. {gen#reht#in} + ~k–me + 3PGI{belŒbent} = 'iustŒ uix (constƒbunt)']	³g=g³e=e³n=³=-³r=r³e=‰³h=h³t=t³
`ne @partikel	ùne	#partikel	^	~en	\in	_IIIú4úV_RhTun-024{1r,14}.03	ø	:/\[bzw. {gen#reht#in} + ~k–me + 3PGI{belŒbent} = 'iustŒ uix (constƒbunt)']	³i=e³n=n³
`kunnen @anv	ùkunnen	#anv	^3PG(I)	~kunne<n>	\konne	_IIIú4úV_RhTun-024{1r,14}.04	ø	:	³k=k³o=u³nn=nn³e=e³=n³
`be-lŒben @stv1a	ùbe-lŒben	#stv1a i	^-	~be-lŒben	\beliben.(.)	_IIIú4úV_RhTun-024{1r,14}.05@	ø	:/E[Di gen#reht in konne beliben: {Digerehtinkumebelibent} K]	³b=b³e=e³=-³l=l³i=Œ³b=b³e=e³n=n³
`h‰r(e) @adv	ùh‰r(e)/+wider(e)	#adv	^	~h‰r<e>	\H#er	_IIIú4úV_RhTun-025{1r,15}.01	ø	:	³h=h³e=‰³r=r³=e³
`wider(e) @adv	ùwider(e)/h‰r(e)+	#adv	^	~wider<e>	\wid'	_IIIú4úV_RhTun-025{1r,15}.02	ø	:	³w=w³i=i³d=d³'=er³=e³
`s“ @adv/konj	ùs“	#adv	^	~s“	\$o	_IIIú4úV_RhTun-025{1r,15}.03	ø	:	³s=s³o=“³
`sŒn @anv	ùsŒn	#anv	^3SGI	~ist	\i$t	_IIIú4úV_RhTun-025{1r,15}.04	ø	:	³i=i³s=s³t=t³
`wir @pron	ùwir	#pron	^DP	~uns	\un$	_IIIú4úV_RhTun-025{1r,15}.05	ø	:	³u=u³n=n³s=s³
`sagen @swv-a	ùsagen	#swv-a pV	^-	~ge-saget	\ge$ageit .	_IIIú4úV_RhTun-025{1r,15}.06@	ø	:/E[ge$ageit: {ge$at} LK]	³g=g³e=e³=-³s=s³a=a³g=g³ei=e³t=t³
`guot @adj	ùguot	#adj	^0NSm	~guot	\Gut 	_IIIú4úV_RhTun-026{1r,15}.01	ø	:	³g=g³u=uo³t=t³
`tr“st @m	ùtr“st	#m	^NS	~tr“st	\tro$t	_IIIú4úV_RhTun-026{1r,15}.02	ø	:	³t=t³r=r³o=“³s=s³t=t³
`ane @pr„p	ùane	#pr„p	^	~an<e>	\an	_IIIú4úV_RhTun-026{1r,15}.03	ø	:	³a=a³n=n³=e³
`Šin @art	ùŠin	#art	^DSf	~Šiner	\ein er	_IIIú4úV_RhTun-026{1r,15}.04	ø	:	³ei=Ši³n=n³e=e³r=r³
`ander @pron	ùander	#pron	^0DSfw	~ander	\ander	_IIIú4úV_RhTun-026{1r,16}.05	ø	:	³a=a³n=n³d=d³e=e³r=r³
`stat @f<u>	ùstat	#f<u>	^DS	~stat	\$tat.(:)	_IIIú4úV_RhTun-026{1r,16}.06@	ø	:	³s=s³t=t³a=a³t=t³
`[!] @[!]	ùn“lle*	#[!]	^	~n“l“	\"Nolo	_IIIú4úV_RhTun-027{1r,16}.01	ø	:	³n=n³o=“³l=l³o=“³
`[!] @[!]	ùmors*	#[!]	^	~mortem	\morte\-	_IIIú4úV_RhTun-027{1r,16}.02	ø	:	³m=m³o=o³r=r³t=t³e=e³\-=m³
`[!] @[!]	ùpeccƒtor*	#[!]	^	~peccƒt“ris	\pecc\-ori$.(.)"	_IIIú4úV_RhTun-027{1r,16}.03@	ø	:	³pecc\-ori$=peccƒt“ris³
`got @m	ùgot	#m	^NS	~got	\Got	_IIIú4úV_RhTun-028{1r,16}.01	ø	:	³g=g³o=o³t=t³
`spr‰chen @stv4	ùspr‰chen	#stv4	^3SGI	~sprichet	\$prichit<.>,,	_IIIú4úV_RhTun-028{1r,16}.02	ø	:	³s=s³p=p³r=r³i=i³ch=ch³i=e³t=t³
`d‰r @art	ùd‰r	#art	^GSm	~d‰s	\d e$	_IIIú4úV_RhTun-028{1r,17}.03	ø	:	³d=d³e=‰³s=s³
